ticker,degree,weighted_degree,betweenness,eigenvector,community,rank_degree,rank_weighted_degree,rank_betweenness,rank_eigenvector
IGI,1,0.3658878125305711,0.0,7.842366003290728e-08,29,1427.0,2668.0,1254.0,1354.0
IHT,1,0.15446117834608525,0.0,1.136386986428015e-12,11,1427.0,3305.0,1254.0,3015.0
IAF,1,0.6431837714924779,0.0,1.1919468553026798e-06,29,1427.0,1583.0,1254.0,776.0
IART,1,0.4641171145748908,0.0,2.981556791309469e-08,4,1427.0,2315.0,1254.0,1523.0
IBM,1,0.5391831276288116,0.0,6.516133295356305e-12,0,1427.0,2012.0,1254.0,2854.0
IBRX,1,0.3465137575539998,0.0,1.737720211343903e-09,20,1427.0,2731.0,1254.0,2031.0
ICCC,1,0.12973481488744878,0.0,1.6145897124517837e-09,42,1427.0,3380.0,1254.0,2059.0
ICFI,1,0.4607876387054861,0.0,2.8917741614408336e-08,4,1427.0,2325.0,1254.0,1529.0
ICL,1,0.4966443659010926,0.0,1.2492692231331386e-10,10,1427.0,2178.0,1254.0,2522.0
ICLR,1,0.6367087744648284,0.0,1.644186191985491e-08,53,1427.0,1618.0,1254.0,1613.0
ICMB,1,0.4615856460154294,0.0,1.4776685226627438e-09,10,1427.0,2322.0,1254.0,2085.0
ICUI,1,0.38052686821654336,0.0,4.420029789634614e-12,53,1427.0,2612.0,1254.0,2919.0
IDCC,1,0.547592138304535,0.0,4.0747687082885425e-06,4,1427.0,1979.0,1254.0,577.0
HURA,1,0.16318718393693687,0.0,1.1680427972184119e-12,57,1427.0,3279.0,1254.0,3009.0
HURC,1,0.4304004224420806,0.0,3.2027161288898876e-06,4,1427.0,2448.0,1254.0,645.0
IDR,1,0.22898824951810232,0.0,5.155925775891557e-11,26,1427.0,3061.0,1254.0,2640.0
IDT,1,0.3759138148639114,0.0,5.76512828350122e-07,42,1427.0,2632.0,1254.0,955.0
IDXX,1,0.5932312933473117,0.0,2.5359619526749066e-10,53,1427.0,1771.0,1254.0,2419.0
IEP,1,0.3796949925718061,0.0,1.4831613680901637e-05,29,1427.0,2615.0,1254.0,438.0
IESC,1,0.5494135563108602,0.0,5.370069783131761e-12,16,1427.0,1969.0,1254.0,2887.0
GMAB,1,0.4128119857804874,0.0,2.0701969705217927e-09,20,1427.0,2506.0,1254.0,1942.0
GNE,1,0.27553006381526673,0.0,0.0003258215391227583,40,1427.0,2937.0,1254.0,306.0
GNRC,1,0.544822817614681,0.0,4.054161507233446e-06,4,1427.0,1989.0,1254.0,580.0
GILD,1,0.4905212561860594,0.0,4.264104600670639e-11,20,1427.0,2204.0,1254.0,2656.0
GILT,1,0.41450632082279,0.0,6.356994660412678e-07,42,1427.0,2493.0,1254.0,919.0
GJH,1,0.44889701287089606,0.0,1.1383834288529075e-07,29,1427.0,2372.0,1254.0,1304.0
GJO,1,0.20373712912650208,0.0,5.091261759852076e-13,5,1427.0,3143.0,1254.0,3060.0
GJP,1,0.08407314462379123,0.0,8.99385567687629e-08,29,1427.0,3452.0,1254.0,1332.0
GJR,1,0.07464633993086583,0.0,6.106102548854999e-11,54,1427.0,3459.0,1254.0,2620.0
GJS,1,0.12444096338573726,0.0,1.3322014007941385e-10,29,1427.0,3394.0,1254.0,2506.0
IFF,1,0.5123475485173532,0.0,1.6758314904561305e-07,29,1427.0,2112.0,1254.0,1263.0
INDV,1,0.11026874208748454,0.0,1.8856119437070647e-17,35,1427.0,3424.0,1254.0,3456.0
INFU,1,0.30001896880899853,0.0,4.6011819046721985e-07,42,1427.0,2878.0,1254.0,1038.0
AXON,1,0.43206130909635104,0.0,6.983413164590783e-07,29,1427.0,2442.0,1254.0,878.0
AXR,1,0.16949487098604946,0.0,2.4734713885715427e-08,29,1427.0,3252.0,1254.0,1552.0
AXS,1,0.7023895447301117,0.0,2.178949016758947e-09,54,1427.0,1372.0,1254.0,1935.0
AXTA,1,0.6897739395042032,0.0,4.64616490309776e-13,31,1427.0,1409.0,1254.0,3069.0
AXTI,1,0.39985128467749687,0.0,1.4938900124984763e-10,57,1427.0,2545.0,1254.0,2491.0
AYTU,1,0.1829354920322714,0.0,5.512846966732341e-16,49,1427.0,3204.0,1254.0,3418.0
AZN,1,0.5535317473657599,0.0,3.48015385222953e-11,36,1427.0,1944.0,1254.0,2667.0
AZTA,1,0.5776535850878827,0.0,2.1581796866805665e-10,57,1427.0,1841.0,1254.0,2434.0
AZZ,1,0.5982765198156328,0.0,9.175350171663655e-07,42,1427.0,1752.0,1254.0,812.0
BA,1,0.6662210474942447,0.0,3.2852579620131284e-10,16,1427.0,1490.0,1254.0,2385.0
III,1,0.444623390924383,0.0,6.818879182325083e-07,42,1427.0,2393.0,1254.0,887.0
IIIN,1,0.5326222322543344,0.0,3.963373930181915e-06,4,1427.0,2038.0,1254.0,588.0
IIPR,1,0.4566263776132508,0.0,7.00296062682175e-07,42,1427.0,2343.0,1254.0,876.0
IDN,1,0.30500152106149203,0.0,4.677595837278638e-07,42,1427.0,2863.0,1254.0,1031.0
INTG,1,0.075911275744848,0.0,1.8378401812458512e-12,29,1427.0,3458.0,1254.0,2983.0
INTT,1,0.366359897299011,0.0,5.618606505918972e-07,42,1427.0,2667.0,1254.0,967.0
INTZ,1,0.21076752318685674,0.0,1.7377790550238218e-09,42,1427.0,3121.0,1254.0,2030.0
INUV,1,0.21789514957820766,0.0,8.63029704676686e-13,42,1427.0,3099.0,1254.0,3030.0
ILMN,1,0.5277948581051537,0.0,2.552944005716575e-10,53,1427.0,2063.0,1254.0,2417.0
IMAX,1,0.6794064192025012,0.0,3.7307094438885473e-13,11,1427.0,1443.0,1254.0,3079.0
IMDX,1,0.25277798544107277,0.0,3.4059585968921464e-09,42,1427.0,3005.0,1254.0,1833.0
IMKTA,1,0.528930331357937,0.0,1.1180390581763895e-08,45,1427.0,2051.0,1254.0,1659.0
IMMP,1,0.1652753001481889,0.0,7.164034492989712e-14,20,1427.0,3271.0,1254.0,3211.0
IMMR,1,0.37490136533309726,0.0,5.749601050409718e-07,42,1427.0,2635.0,1254.0,957.0
IMNN,1,0.19970592089710715,0.0,1.2110981783550436e-11,42,1427.0,3158.0,1254.0,2788.0
IMOS,1,0.4399435176802201,0.0,2.230084636537439e-12,57,1427.0,2416.0,1254.0,2973.0
IMUX,1,0.19005700347748447,0.0,6.77398972421169e-15,35,1427.0,3190.0,1254.0,3328.0
IMXI,1,0.35544010781259494,0.0,2.644917864361528e-06,4,1427.0,2702.0,1254.0,688.0
INBK,1,0.6528465347878152,0.0,0.0009134986113175114,40,1427.0,1552.0,1254.0,175.0
INCY,1,0.4988932987409078,0.0,2.555582341375446e-09,20,1427.0,2169.0,1254.0,1891.0
IPDN,1,0.1159785275635449,0.0,1.2714319153146244e-16,22,1427.0,3412.0,1254.0,3437.0
IPGP,1,0.5760576984064522,0.0,2.152217272014434e-10,57,1427.0,1844.0,1254.0,2435.0
IPI,1,0.5937968951418736,0.0,1.4936486471795075e-10,10,1427.0,1768.0,1254.0,2492.0
IPM,1,0.09291778851718524,0.0,8.196081292620557e-16,22,1427.0,3444.0,1254.0,3405.0
IPWR,1,0.21798429364575295,0.0,3.343073244360951e-07,42,1427.0,3097.0,1254.0,1133.0
INGN,1,0.3483748810144315,0.0,5.342782841127941e-07,42,1427.0,2723.0,1254.0,990.0
INGR,1,0.505681935544303,0.0,1.068279721959674e-06,29,1427.0,2141.0,1254.0,790.0
INLX,1,0.2336787515200075,0.0,9.815908450493927e-10,8,1427.0,3050.0,1254.0,2185.0
INM,1,0.20690401567581304,0.0,2.4254086315320705e-09,42,1427.0,3131.0,1254.0,1905.0
INO,1,0.31425800400372794,0.0,5.044241153664257e-13,20,1427.0,2840.0,1254.0,3061.0
INOD,1,0.2896959520381156,0.0,4.442864988390863e-07,42,1427.0,2899.0,1254.0,1049.0
INSE,1,0.376715214937128,0.0,5.777418798097413e-07,42,1427.0,2630.0,1254.0,953.0
INSG,1,0.34181734706381905,0.0,5.242214511490098e-07,42,1427.0,2744.0,1254.0,996.0
INSM,1,0.4222146239893865,0.0,2.1173499452398712e-09,20,1427.0,2473.0,1254.0,1938.0
INSW,1,0.6165614550492962,0.0,1.3145928827504799e-14,49,1427.0,1690.0,1254.0,3299.0
INTC,1,0.5565658497680127,0.0,1.742699726910317e-10,57,1427.0,1929.0,1254.0,2473.0
INVA,1,0.413690227197694,0.0,8.739423930826352e-07,29,1427.0,2500.0,1254.0,817.0
INVE,1,0.3352776019130537,0.0,5.141918996282249e-07,42,1427.0,2763.0,1254.0,1003.0
INVX,1,0.6702489145776518,0.0,1.3172374139158812e-09,10,1427.0,1473.0,1254.0,2122.0
IONS,1,0.4709920743283385,0.0,2.3619623435418824e-09,20,1427.0,2277.0,1254.0,1913.0
IOR,1,0.0830197889946501,0.0,3.6376231536618296e-09,47,1427.0,3454.0,1254.0,1823.0
IOVA,1,0.39797405006786335,0.0,1.995786704808958e-09,20,1427.0,2550.0,1254.0,1960.0
GJT,1,0.16774783563219975,0.0,3.2314573026502674e-12,14,1427.0,3261.0,1254.0,2949.0
GKOS,1,0.4419610105588467,0.0,6.778048109510345e-07,42,1427.0,2405.0,1254.0,892.0
GLDG,1,0.5639267869187103,0.0,1.2697440329831717e-10,26,1427.0,1892.0,1254.0,2517.0
GLMD,1,0.20488230658863782,0.0,1.8274402369075798e-09,42,1427.0,3138.0,1254.0,2002.0
GLNG,1,0.512305815231675,0.0,1.5426803304145068e-15,49,1427.0,2113.0,1254.0,3392.0
GF,1,0.6731668535300612,0.0,2.206411528374558e-08,29,1427.0,1463.0,1254.0,1567.0
GFF,1,0.5499525573212808,0.0,6.383940493375782e-13,55,1427.0,1964.0,1254.0,3044.0
GGT,1,0.678276659967431,0.0,1.432895167476571e-06,29,1427.0,1449.0,1254.0,750.0
IP,1,0.761514824832314,0.0,6.644884410273802e-10,16,1427.0,1295.0,1254.0,2230.0
IPAR,1,0.5020159594423844,0.0,3.7356250747699364e-06,4,1427.0,2155.0,1254.0,603.0
IVDA,1,0.08457709138061029,0.0,4.68954641124137e-11,10,1427.0,3451.0,1254.0,2648.0
IVT,1,0.09169210832483536,0.0,3.6193296456370915e-13,57,1427.0,3446.0,1254.0,3081.0
IRD,1,0.21793855543437968,0.0,1.0929327463555919e-09,20,1427.0,3098.0,1254.0,2172.0
IRDM,1,0.48117049128934214,0.0,7.379376598654467e-07,42,1427.0,2235.0,1254.0,857.0
IRIX,1,0.2513766826627308,0.0,3.8551890505994884e-07,42,1427.0,3008.0,1254.0,1096.0
IRM,1,0.559448484489566,0.0,1.9952887798378034e-11,11,1427.0,1915.0,1254.0,2725.0
IRMD,1,0.31837537679476974,0.0,4.882701345239842e-07,42,1427.0,2822.0,1254.0,1017.0
IRS,1,0.6155464198896774,0.0,4.145874649479565e-14,24,1427.0,1692.0,1254.0,3242.0
IRTC,1,0.3713615061554331,0.0,5.695312696383336e-07,42,1427.0,2647.0,1254.0,961.0
IRWD,1,0.30406249891008824,0.0,1.5248328194103852e-09,20,1427.0,2867.0,1254.0,2079.0
ISBA,1,0.1910270265109202,0.0,2.0274558990610288e-11,5,1427.0,3186.0,1254.0,2721.0
ISSC,1,0.2543469691798584,0.0,3.900742265546309e-07,42,1427.0,3000.0,1254.0,1092.0
ISTR,1,0.5672052921880488,0.0,0.0005886543551357209,40,1427.0,1881.0,1254.0,243.0
IT,1,0.5944419037378434,0.0,7.1839463189486235e-12,0,1427.0,1766.0,1254.0,2841.0
ITGR,1,0.5091952577813785,0.0,7.809172917792309e-07,42,1427.0,2128.0,1254.0,839.0
ITIC,1,0.4803835093855846,0.0,0.00011037584784463055,54,1427.0,2238.0,1254.0,341.0
JBTM,1,0.6115554788747595,0.0,4.550735765522229e-06,4,1427.0,1711.0,1254.0,536.0
JCI,1,0.672363820033845,0.0,7.146208463535818e-08,16,1427.0,1466.0,1254.0,1375.0
JCTC,1,0.11028938995284174,0.0,2.593290995634563e-09,29,1427.0,3423.0,1254.0,1886.0
ITP,1,0.14617847373622683,0.0,2.562410169621619e-09,42,1427.0,3327.0,1254.0,1890.0
ITRI,1,0.5554202552996012,0.0,4.133019665424403e-06,4,1427.0,1937.0,1254.0,572.0
ITRN,1,0.4270963775547762,0.0,6.550079589155329e-07,42,1427.0,2462.0,1254.0,910.0
AVNW,1,0.36953060704841917,0.0,5.667233472346591e-07,42,1427.0,2655.0,1254.0,964.0
AVT,1,0.8023531519039641,0.0,3.2792783587632077e-14,57,1427.0,1263.0,1254.0,3253.0
AVTX,1,0.34595727970859314,0.0,1.7091531984535366e-11,20,1427.0,2733.0,1254.0,2745.0
AVXL,1,0.3225929207333193,0.0,4.94738287830831e-07,42,1427.0,2813.0,1254.0,1012.0
AVY,1,0.6364056222946022,0.0,6.789114991720196e-08,16,1427.0,1619.0,1254.0,1393.0
AWI,1,0.6198154752274223,0.0,4.612200443909713e-06,4,1427.0,1675.0,1254.0,531.0
AWRE,1,0.21490950432807496,0.0,1.6349525978546222e-08,4,1427.0,3107.0,1254.0,1614.0
AWX,1,0.19543942053717903,0.0,1.8271632847192172e-09,42,1427.0,3168.0,1254.0,2003.0
AXGN,1,0.35475235171900676,0.0,5.440589666209418e-07,42,1427.0,2703.0,1254.0,982.0
AXIA,1,0.6446361549978329,0.0,2.5360277697831184e-15,24,1427.0,1578.0,1254.0,3372.0
JAGX,1,0.15826619750644622,0.0,1.2001254264713492e-09,42,1427.0,3293.0,1254.0,2146.0
JAKK,1,0.26357768466174075,0.0,1.9613468246428567e-06,4,1427.0,2970.0,1254.0,723.0
JAZZ,1,0.45782089767420514,0.0,2.3451888501780224e-09,20,1427.0,2334.0,1254.0,1918.0
GHI,1,0.45103397576024307,0.0,1.779114357371965e-09,5,1427.0,2364.0,1254.0,2018.0
GHM,1,0.4229915057709663,0.0,6.487126030426637e-07,42,1427.0,2469.0,1254.0,913.0
GIC,1,0.3973610750804957,0.0,2.956862163221065e-06,4,1427.0,2553.0,1254.0,666.0
GIGM,1,0.17242617668214477,0.0,2.1853653840417806e-07,29,1427.0,3240.0,1254.0,1221.0
GIL,1,0.5392828415339778,0.0,4.01293717328262e-06,4,1427.0,2011.0,1254.0,587.0
BCHT,1,0.13037541264504396,0.0,1.261716800504021e-06,40,1427.0,3376.0,1254.0,767.0
BCIC,1,0.521550819079021,0.0,5.341043799513559e-09,10,1427.0,2086.0,1254.0,1760.0
BCML,1,0.6123325314206894,0.0,0.0006010016777054096,40,1427.0,1707.0,1254.0,240.0
BCO,1,0.5539825366879927,0.0,4.12232124519499e-06,4,1427.0,1943.0,1254.0,573.0
BCRX,1,0.39150377246892154,0.0,1.9633391268777874e-09,20,1427.0,2573.0,1254.0,1964.0
JBK,1,0.21383216632776866,0.0,1.3180641456266826e-08,29,1427.0,3111.0,1254.0,1640.0
JBLU,1,0.6883699360510682,0.0,2.1104297745148616e-13,18,1427.0,1417.0,1254.0,3132.0
JBSS,1,0.35856199914898507,0.0,8.642808279198881e-15,11,1427.0,2690.0,1254.0,3317.0
KDP,1,0.16833898623082538,0.0,7.056907622952716e-14,15,1427.0,3257.0,1254.0,3213.0
KE,1,0.5345683518420196,0.0,8.198302384241228e-07,42,1427.0,2032.0,1254.0,828.0
JELD,1,0.6019537210852615,0.0,1.5188861650713238e-11,55,1427.0,1738.0,1254.0,2760.0
JHI,1,0.6883172542753307,0.0,4.04466140959742e-07,29,1427.0,1418.0,1254.0,1079.0
JHS,1,0.5600717359838185,0.0,8.765449735035232e-08,29,1427.0,1909.0,1254.0,1334.0
JHX,1,0.49330057056710175,0.0,7.004458348889417e-08,54,1427.0,2192.0,1254.0,1383.0
JILL,1,0.3089561387110099,0.0,2.0753253882417406e-08,48,1427.0,2851.0,1254.0,1575.0
JKHY,1,0.5490537048237898,0.0,3.381615462316982e-10,0,1427.0,1971.0,1254.0,2378.0
JLL,1,0.8506989633595258,0.0,6.265457209570655e-08,4,1427.0,1243.0,1254.0,1409.0
JLS,1,0.511935917649627,0.0,1.839375216351751e-07,29,1427.0,2116.0,1254.0,1247.0
JMSB,1,0.37224839421931105,0.0,0.00044019350578682954,40,1427.0,2641.0,1254.0,289.0
JOB,1,0.17364223840981294,0.0,2.6630300358357546e-07,42,1427.0,3237.0,1254.0,1198.0
JOE,1,0.5555023706437264,0.0,4.133630706035301e-06,4,1427.0,1935.0,1254.0,571.0
IZEA,1,0.1912558194488697,0.0,2.933157257041107e-07,42,1427.0,3185.0,1254.0,1178.0
J,1,0.6648218709707732,0.0,4.9655563511947906e-08,4,1427.0,1498.0,1254.0,1443.0
JACK,1,0.5602501413520948,0.0,1.705629405567892e-14,19,1427.0,1906.0,1254.0,3284.0
AVBH,1,0.34798873084934984,0.0,7.666705827262832e-05,40,1427.0,2725.0,1254.0,363.0
AVD,1,0.42402173506063195,0.0,7.608298585250283e-10,31,1427.0,2466.0,1254.0,2214.0
AVGO,1,0.6615296561725202,0.0,2.784623248591823e-10,57,1427.0,1511.0,1254.0,2409.0
AVNS,1,0.4530901130885263,0.0,6.94872740148315e-07,42,1427.0,2355.0,1254.0,880.0
KEP,1,0.41870143283423517,0.0,9.523787203382454e-14,22,1427.0,2481.0,1254.0,3199.0
KEQU,1,0.1795829873111836,0.0,2.754139162880821e-07,42,1427.0,3218.0,1254.0,1194.0
JOUT,1,0.44706852890195137,0.0,3.289395787681095e-08,4,1427.0,2383.0,1254.0,1508.0
JOYY,1,0.5553894872999081,0.0,9.750555570852593e-16,22,1427.0,1938.0,1254.0,3399.0
JRVR,1,0.3871130515189053,0.0,4.272369607508223e-06,44,1427.0,2586.0,1254.0,557.0
JSM,1,0.6307702061038691,0.0,3.8414283086335775e-07,29,1427.0,1640.0,1254.0,1097.0
JVA,1,0.24413325853188872,0.0,4.575173485263064e-12,14,1427.0,3026.0,1254.0,2911.0
JYNT,1,0.39457770663583347,0.0,2.9361504293436184e-06,4,1427.0,2563.0,1254.0,668.0
KAI,1,0.6125819211250223,0.0,4.558373776497307e-06,4,1427.0,1703.0,1254.0,532.0
KALV,1,0.2674290109779867,0.0,1.3411207705236644e-09,20,1427.0,2955.0,1254.0,2117.0
KB,1,0.8333073317240969,0.0,1.895435259950296e-13,22,1427.0,1253.0,1254.0,3138.0
KBR,1,0.6200034042069829,0.0,4.630807101802837e-08,4,1427.0,1673.0,1254.0,1459.0
KGEI,1,0.15835788145740617,0.0,4.6290353574337197e-10,10,1427.0,3292.0,1254.0,2311.0
KHC,1,0.5514175283375057,0.0,2.3115723798213645e-13,15,1427.0,1956.0,1254.0,3121.0
KINS,1,0.2162200771906848,0.0,4.5677630088749086e-07,29,1427.0,3104.0,1254.0,1041.0
KLIC,1,0.6760778651906447,0.0,2.845862046556685e-10,57,1427.0,1457.0,1254.0,2406.0
KMB,1,0.6617324699548945,0.0,2.7089929239585074e-13,15,1427.0,1509.0,1254.0,3101.0
KMDA,1,0.2564452186598532,0.0,3.212559206154997e-07,29,1427.0,2993.0,1254.0,1146.0
KMPR,1,0.5268619780915472,0.0,1.4485595000735747e-09,54,1427.0,2067.0,1254.0,2091.0
KEN,1,0.28631556373955785,0.0,4.487057214411765e-07,29,1427.0,2910.0,1254.0,1046.0
ATS,1,0.3680287504443384,0.0,5.644200543936994e-07,42,1427.0,2662.0,1254.0,965.0
ATYR,1,0.23929434088969564,0.0,1.2000291579463473e-09,20,1427.0,3042.0,1254.0,2147.0
AUBN,1,0.42995945155651705,0.0,4.403084376117411e-09,10,1427.0,2451.0,1254.0,1791.0
AUDC,1,0.3840451936289399,0.0,5.889833574577167e-07,42,1427.0,2595.0,1254.0,941.0
AUPH,1,0.28800674398504394,0.0,1.4443153530099715e-09,20,1427.0,2905.0,1254.0,2092.0
AVA,1,0.6946905748505052,0.0,3.607571913424554e-09,8,1427.0,1395.0,1254.0,1826.0
AVAL,1,0.6088743807396166,0.0,5.9912605979283124e-12,10,1427.0,1720.0,1254.0,2868.0
AVAV,1,0.45105631726156104,0.0,4.339250184743336e-12,4,1427.0,2363.0,1254.0,2924.0
KEYS,1,0.6128722747967744,0.0,1.8727999122762426e-10,57,1427.0,1701.0,1254.0,2455.0
KFFB,1,0.28182922954460526,0.0,2.8861276870309796e-09,10,1427.0,2923.0,1254.0,1865.0
KFRC,1,0.547800766706469,0.0,4.255996816260515e-10,41,1427.0,1977.0,1254.0,2332.0
KFS,1,0.15112906417289498,0.0,9.434577784971401e-09,16,1427.0,3314.0,1254.0,1700.0
KG,1,0.2554671927454913,0.0,2.8119380243491114e-06,2,1427.0,2995.0,1254.0,680.0
BCTX,1,0.466582931201654,0.0,2.2877119712619354e-12,1,1427.0,2305.0,1254.0,2972.0
BDC,1,0.6194860922762497,0.0,2.531901680148762e-14,57,1427.0,1678.0,1254.0,3267.0
BDL,1,0.19504095305018723,0.0,3.569298284175058e-07,29,1427.0,3171.0,1254.0,1115.0
GEOS,1,0.34831791458506334,0.0,5.341909186688614e-07,42,1427.0,2724.0,1254.0,991.0
GERN,1,0.3323772980727108,0.0,1.6668277552358415e-09,20,1427.0,2774.0,1254.0,2051.0
GEVO,1,0.27727146205285513,0.0,4.25231924149419e-07,42,1427.0,2934.0,1254.0,1063.0
GDDY,1,0.5237482477023959,0.0,8.208035646726917e-07,29,1427.0,2077.0,1254.0,827.0
GDL,1,0.615494950034114,0.0,1.555841242819208e-07,29,1427.0,1693.0,1254.0,1268.0
GDO,1,0.5729205003852175,0.0,2.967472902057714e-07,29,1427.0,1858.0,1254.0,1177.0
GE,1,0.5792762061217119,0.0,3.691113885447269e-06,16,1427.0,1833.0,1254.0,607.0
GECC,1,0.4368316370528995,0.0,5.1728838182782934e-11,5,1427.0,2425.0,1254.0,2639.0
KTCC,1,0.24577404769740047,0.0,3.894136137598776e-14,5,1427.0,3021.0,1254.0,3244.0
KTF,1,0.7099673345120976,0.0,5.597019152270561e-10,33,1427.0,1354.0,1254.0,2275.0
KTH,1,0.13541623870242755,0.0,7.821501522688197e-10,29,1427.0,3361.0,1254.0,2209.0
KTN,1,0.2822663846646609,0.0,2.96912510415709e-11,5,1427.0,2922.0,1254.0,2674.0
KUST,1,0.3056641384478473,0.0,3.7796825150232295e-17,15,1427.0,2862.0,1254.0,3453.0
KVHI,1,0.38487731493404964,0.0,5.902595239303757e-07,42,1427.0,2591.0,1254.0,939.0
KMX,1,0.5969112977649991,0.0,1.7483101635594407e-11,31,1427.0,1757.0,1254.0,2742.0
KN,1,0.5863968277399131,0.0,2.792090627563874e-13,57,1427.0,1801.0,1254.0,3099.0
KNDI,1,0.28886551259403914,0.0,2.9876278088197414e-09,42,1427.0,2901.0,1254.0,1860.0
KNSL,1,0.5062753920780534,0.0,1.4015130302123603e-09,54,1427.0,2140.0,1254.0,2100.0
KOF,1,0.6212798849429407,0.0,3.1877666696749514e-10,32,1427.0,1667.0,1254.0,2389.0
KOP,1,0.6076418323234051,0.0,1.0903027155773781e-09,31,1427.0,1722.0,1254.0,2174.0
KOS,1,0.6934186595675674,0.0,2.685167864680009e-09,10,1427.0,1398.0,1254.0,1875.0
KPRX,1,0.16575414221610216,0.0,2.0764473532320111e-07,29,1427.0,3269.0,1254.0,1234.0
KPTI,1,0.3882347374369371,0.0,1.9469453528336275e-09,20,1427.0,2580.0,1254.0,1970.0
KEX,1,0.5995963551156283,0.0,3.0710714325489986e-09,10,1427.0,1743.0,1254.0,1856.0
LAUR,1,0.4481699450241728,0.0,9.467826129596792e-07,29,1427.0,2378.0,1254.0,807.0
LAZ,1,0.7646992455856445,0.0,7.842765197574954e-06,54,1427.0,1292.0,1254.0,479.0
KREF,1,0.7167100018451106,0.0,1.4553645943098933e-11,14,1427.0,1344.0,1254.0,2769.0
KRMD,1,0.2600465647667432,0.0,3.9881529922160024e-07,42,1427.0,2980.0,1254.0,1083.0
KRP,1,0.5596832665557134,0.0,2.057067111057291e-09,10,1427.0,1914.0,1254.0,1946.0
KSS,1,0.7001900798704481,0.0,6.239795242081511e-12,48,1427.0,1377.0,1254.0,2860.0
GEF-B,1,0.841115526762529,0.0,6.1126776219069956e-12,16,1427.0,1249.0,1254.0,2861.0
GEL,1,0.7185939215131377,0.0,2.599008894195676e-09,10,1427.0,1340.0,1254.0,1885.0
GEN,1,0.3118355066674146,0.0,1.88889749450385e-07,29,1427.0,2843.0,1254.0,1242.0
GENC,1,0.4354499371237369,0.0,0.0005460911893596826,40,1427.0,2430.0,1254.0,259.0
GAIN,1,0.6759198130597183,0.0,4.0372516135673006e-12,5,1427.0,1458.0,1254.0,2934.0
GALT,1,0.23226132463807203,0.0,3.5620301220376775e-07,42,1427.0,3053.0,1254.0,1116.0
GASS,1,0.32743108462975273,0.0,1.5619773957501394e-09,10,1427.0,2794.0,1254.0,2069.0
GAU,1,0.5452996325140296,0.0,1.2278029183143122e-10,26,1427.0,1987.0,1254.0,2525.0
GBAB,1,0.6000422130257211,0.0,8.968253567157595e-13,33,1427.0,1742.0,1254.0,3027.0
GBDC,1,0.7144222403502917,0.0,7.887491096407387e-11,5,1427.0,1346.0,1254.0,2588.0
KWR,1,0.6124098827768085,0.0,4.557093596544216e-06,4,1427.0,1706.0,1254.0,534.0
KZIA,1,0.14780005685466868,0.0,1.928571633655114e-09,42,1427.0,3323.0,1254.0,1977.0
LAB,1,0.3398791279265051,0.0,5.212489394917341e-07,42,1427.0,2751.0,1254.0,999.0
LAKE,1,0.370050257357846,0.0,1.1259002784264362e-15,20,1427.0,2653.0,1254.0,3396.0
GBLI,1,0.346949990494094,0.0,0.00036550386555247777,40,1427.0,2729.0,1254.0,298.0
GBX,1,0.6643342146387812,0.0,2.039294598166452e-08,54,1427.0,1499.0,1254.0,1580.0
GCBC,1,0.43160017370800435,0.0,0.0005534940682400369,40,1427.0,2444.0,1254.0,253.0
GCO,1,0.6106802586548298,0.0,1.0139210443037268e-13,48,1427.0,1715.0,1254.0,3195.0
GCTK,1,0.10842518465830385,0.0,1.2747588978863816e-13,8,1427.0,3427.0,1254.0,3169.0
GCV,1,0.49675400146343573,0.0,3.7026150715786e-08,29,1427.0,2177.0,1254.0,1491.0
FTV,1,0.7119802558773841,0.0,4.536696278667892e-06,16,1427.0,1350.0,1254.0,537.0
FUN,1,0.5939349401296995,0.0,5.066012980324226e-14,18,1427.0,1767.0,1254.0,3236.0
FURY,1,0.4167359016977057,0.0,9.383273462930222e-11,26,1427.0,2487.0,1254.0,2564.0
FUSB,1,0.21713610187625854,0.0,3.762472565660849e-05,40,1427.0,3101.0,1254.0,390.0
FVCB,1,0.5088569928015406,0.0,6.0668580217433895e-06,47,1427.0,2130.0,1254.0,498.0
LARK,1,0.30190302594551693,0.0,0.00040367751048523174,40,1427.0,2873.0,1254.0,292.0
LCNB,1,0.6010237337863154,0.0,0.0008409853111361142,40,1427.0,1739.0,1254.0,190.0
LCUT,1,0.3769779410278708,0.0,0.0002935410699117298,40,1427.0,2628.0,1254.0,310.0
FWDI,1,0.16952133526968577,0.0,2.599830615364097e-07,42,1427.0,3251.0,1254.0,1202.0
FWONK,1,0.973326411777734,0.0,2.794553952553088e-08,29,1427.0,1185.0,1254.0,1534.0
FWRD,1,0.49916690714246714,0.0,1.218140273417598e-12,16,1427.0,2168.0,1254.0,3006.0
FXNC,1,0.22912105002861294,0.0,1.2371144820005449e-06,38,1427.0,3060.0,1254.0,770.0
GAIA,1,0.33101349172780276,0.0,5.076523309130322e-07,42,1427.0,2781.0,1254.0,1006.0
FSK,1,0.6935866223381058,0.0,4.785812218551874e-12,5,1427.0,1397.0,1254.0,2904.0
FSP,1,0.609491197397127,0.0,4.275780135341172e-10,11,1427.0,1719.0,1254.0,2330.0
FSS,1,0.6121159333158441,0.0,2.6135213433695656e-06,16,1427.0,1708.0,1254.0,690.0
FSTR,1,0.4562416027948555,0.0,0.0006151041524593755,40,1427.0,2344.0,1254.0,238.0
