ticker,degree,weighted_degree,betweenness,eigenvector,community
DTE,28,20.418896688216073,0.046997788709373066,1.0482716574133621e-07,8
CCD,27,19.427225804079413,0.0005851280826763759,2.063046669601663e-05,29
AEE,27,21.031793581022395,0.0006381693598065014,8.467230906872757e-08,8
CMS,27,21.206025802915335,0.00055845246453597,8.562863671413556e-08,8
DUK,27,20.77781436226003,0.017431968965029757,8.308616310428698e-08,8
AXP,27,19.491906498489858,0.006939138193872041,0.010317750542613266,54
GLO,27,19.25149116286555,0.00034446215065644497,3.292686349076403e-05,29
ATO,27,20.174540027325385,0.0019132674884391448,7.85129342887324e-08,8
AAT,27,19.303392532592955,0.0075105936693320476,1.1375199580056613e-08,11
FUND,26,18.5335244357036,0.00029131240841940925,6.214736678974478e-05,29
PH,26,18.467060318880165,0.09588463149256318,0.0004981402136328907,16
AWF,26,17.82747658366277,0.0006248321805844995,8.955138077152549e-06,29
ETB,26,18.626477232694775,0.00028910089621277823,5.6296314026656056e-05,29
HTH,26,18.81490186959463,0.0,0.024571071571352902,40
TRGP,25,18.108291827823383,0.00924888154766383,1.011651010813463e-07,10
POR,25,18.132280156850136,0.0022074028024028783,6.884541267952894e-08,8
EOG,25,18.974408212239513,0.0005898577609580029,7.512144129566537e-08,10
BLW,25,18.335089726035438,7.730162164021414e-05,9.044442470225376e-06,29
ETJ,25,18.712334116918644,0.0,5.6825944821297506e-05,29
NTRS,25,18.303710979225425,9.653351856416043e-08,0.011656234535733986,54
FPF,25,16.75818952727455,0.03399208691661278,5.1840825752078586e-06,29
BGY,25,18.319181293638206,1.8044928347571324e-06,6.0338756049349575e-05,29
NIC,25,17.770962631972736,0.0,0.02359202272988545,40
MUR,25,18.68086532103712,0.0013741216965942596,7.054145714487395e-08,10
STK,25,16.01148518438965,0.07203632904472339,2.66868642559325e-05,29
PFL,24,17.471401069814846,0.001648309506525494,7.25496551461305e-06,29
SYF,24,17.573112527322778,0.0003553919253899834,0.011572950810603637,54
HIO,24,16.855323534922416,0.0006694336330112316,7.872584883606821e-06,29
NI,24,17.71942718198204,0.00012322388603888034,7.321704285019272e-08,8
PNW,23,17.17026650504114,5.9231827624513304e-05,7.250477824639694e-08,8
WAL,23,16.015228301707946,0.003909607786450807,0.01738965276582916,40
KYN,23,17.176256449150074,0.07244686476339764,1.651844185062744e-06,10
FANG,23,17.55833868351975,0.0007264381730416354,7.045577142051585e-08,10
HIW,23,17.40401017952542,0.0014161862627813878,6.9045916241889235e-09,11
SO,23,17.60532079306092,0.0004942790581910099,7.550964554445135e-08,8
DFP,23,16.699096508251333,0.0007082273877380112,8.119147718157066e-06,29
FRT,23,17.301443506669926,0.010273915863929842,1.5580303158001273e-08,11
BST,22,13.522046563279202,0.040327936783270686,1.4290300416179511e-05,29
VMO,22,16.206378145133577,0.0005864786440097224,1.44876509160801e-08,33
AEP,22,16.848181095028938,0.00020903284059439796,7.380535043640878e-08,8
PDT,22,14.677244132444796,0.005664799553138167,7.367047456954335e-06,29
