source,target,correlation,distance,edge_type
KYN,SRV,0.7812662291174648,0.6614132911917256,MST+Strong
EWBC,FRME,0.7812147208431018,0.6614911626876026,Strong
PDM,VNO,0.7812002975293528,0.6615129665707955,Strong
BOKF,EFSC,0.781180838346067,0.661542382094954,Strong
COLB,STBA,0.7811749884789388,0.6615512248058515,Strong
BBT,FNB,0.781167224543326,0.6615629606570701,Strong
ETJ,EXG,0.7811661968071237,0.6615645141524389,Strong
KRG,SPG,0.7811547031789907,0.6615818873291639,Strong
CNO,PFG,0.7811285608913198,0.6616214009668675,Strong
BOH,GBCI,0.7811230276589082,0.6616297640540242,Strong
CAC,FFBC,0.7811186219099946,0.6616364229544885,Strong
CBSH,FIBK,0.7811088759112325,0.661651152932975,Strong
ASA,NEM,0.7810614062034336,0.6617228933572821,Strong
FITB,PB,0.7810609509703548,0.661723581308155,Strong
BOKF,KEY,0.7810149315945181,0.6617931223660184,Strong
CAC,FULT,0.7809794843779485,0.6618466825814744,Strong
AUB,MBWM,0.7809616139855267,0.661873682834532,Strong
FISI,PEBO,0.7809538743176416,0.6618853763037198,Strong
FBNC,SBCF,0.7809519223055432,0.66188832546655,Strong
STEW,USA,0.7809516664809176,0.6618887119736706,Strong
CBSH,FFBC,0.7809462163880917,0.661896946075306,Strong
AUB,OCFC,0.780911452545668,0.6619494655248723,Strong
QCRH,UVSP,0.7808792627867415,0.6619980924644097,Strong
CNOB,OCFC,0.7808737590949171,0.6620064061700354,Strong
HFWA,WASH,0.7808495046403342,0.6620430429506314,Strong
AROW,GSBC,0.7808118651127833,0.6620998941054389,Strong
BDJ,GGZ,0.7808080346547834,0.6621056793975061,Strong
DSU,JPC,0.7807462074590796,0.6621990524622039,MST+Strong
HBAN,PRU,0.7807300682679162,0.6622234241282677,Strong
ETV,FFA,0.7807210300435304,0.6622370722882698,Strong
ALLY,SYF,0.78071007416167,0.6622536158275468,Strong
FHB,SBCF,0.7807036199218912,0.6622633616290559,Strong
FNB,MTB,0.7806724111740514,0.6623104843288359,Strong
EOI,FFA,0.7806681776988461,0.6623168762777435,Strong
AVK,NCV,0.7806460752238097,0.6623502468878385,Strong
REG,SPG,0.7806434252827328,0.662354247691169,Strong
MTB,PB,0.7806346227849498,0.6623675372707365,Strong
LNT,NI,0.7806144829270052,0.6623979424379197,Strong
OGS,SR,0.7806083264912832,0.6624072365376404,MST+Strong
FBNC,IBCP,0.780594684062353,0.6624278314467879,Strong
CTBI,SBSI,0.7805789648010104,0.6624515607936773,Strong
OCFC,TOWN,0.780553785897944,0.6624895683738061,Strong
CBSH,NBTB,0.7805373717263877,0.662514344408651,Strong
BGT,JQC,0.7805079438264922,0.6625587614295169,Strong
BBT,HOMB,0.7805061588703218,0.6625614554585532,Strong
UMBF,WSFS,0.7805004874057871,0.6625700153104015,Strong
BIT,BLW,0.7804974336042788,0.6625746243189837,MST+Strong
CTBI,WABC,0.7804628996363976,0.6626267431421742,Strong
CAC,WSBC,0.7804270460542118,0.6626808491963356,Strong
FIBK,HWC,0.7804210634573031,0.6626898770053711,Strong
NBTB,TRST,0.780418606422394,0.6626935846642941,Strong
HOMB,QCRH,0.7803951464055228,0.6627289847207186,Strong
BANR,PFBC,0.7803877716287566,0.662740112519596,Strong
CTBI,FISI,0.7803762441048977,0.662757506023285,Strong
AUB,WBS,0.7803646215380207,0.6627750424721488,Strong
FISI,FRME,0.7803518690742293,0.6627942832067439,Strong
FFIN,WTFC,0.7803398704746012,0.6628123860119073,Strong
CPF,UBSI,0.7802955143933797,0.6628793036543232,Strong
HBNC,UVSP,0.7802833539526293,0.6628976482796884,Strong
ABCB,WAFD,0.7802689562913452,0.6629193672063818,Strong
HOMB,TCBI,0.780265613841465,0.6629244092029423,Strong
THQ,THW,0.7802606084538741,0.6629319596250068,MST+Strong
EXG,TY,0.780242648849809,0.6629590502439664,Strong
GBCI,IBOC,0.7802028502100811,0.6630190793482778,Strong
CFG,SBCF,0.7801470032180163,0.6631033053483955,Strong
ASB,INDB,0.7801267083567142,0.6631339105237883,Strong
BAC,SF,0.7801097393893683,0.663159499080925,Strong
NBTB,PB,0.7801026201660144,0.6631702343048662,Strong
GBCI,WTFC,0.7800404374996637,0.6632639934450479,Strong
BBT,HOPE,0.7800384287654989,0.6632670219971759,Strong
GABC,TRMK,0.7800091709224424,0.6633111322412094,Strong
MCHP,NXPI,0.7799770153465855,0.6633596078348674,MST+Strong
PFBC,UBSI,0.7799710212790615,0.6633686436981153,Strong
BDJ,ETV,0.7799669100161466,0.66337484122305,Strong
AEE,ES,0.7799532627522597,0.6633954133814015,Strong
ABCB,CHCO,0.7799522796600582,0.6633968952896023,Strong
ADX,TY,0.7799344175736564,0.6634238199316385,MST+Strong
GGZ,RVT,0.779924964061846,0.6634380693601386,Strong
JRI,RQI,0.7799107024559988,0.6634595655260405,Strong
CBU,VLY,0.7798954910003151,0.6634824926095412,Strong
PFS,PGC,0.7798896529326894,0.6634912916795677,Strong
NBHC,NBTB,0.7798641856965087,0.6635296742474918,Strong
AOD,BGY,0.7798384619804162,0.6635684411115161,Strong
CFR,FCF,0.779828789072192,0.6635830180584913,Strong
HBNC,PEBO,0.7798271385945249,0.6635855052749045,Strong
PEO,SLB,0.7798195020877028,0.6635970131221165,Strong
CTBI,RBCAA,0.7798127513296012,0.663607186022573,MST+Strong
BBT,UVSP,0.7798046126958109,0.6636194501432113,Strong
BANR,QCRH,0.7797954497290588,0.6636332575616464,Strong
IBOC,UMBF,0.7797839835354434,0.6636505352435973,Strong
EMO,TRGP,0.7797827327376167,0.6636524199645223,Strong
CAC,UBSI,0.779753390267196,0.6636966321035598,Strong
CVBF,WSFS,0.7797503893564343,0.663701153597861,Strong
HWC,NBHC,0.7797085785329771,0.6637641470688559,Strong
NBTB,THFF,0.779706837924831,0.6637667693929382,Strong
FCBC,SRCE,0.7797058246839558,0.6637682958925415,Strong
COLB,PNFP,0.779704211171405,0.663770726725117,Strong
PNFP,UVSP,0.7796973131590453,0.6637811188049185,Strong
AAT,HIW,0.7796938271921727,0.663786370465419,Strong
FULT,PFS,0.7796752663592366,0.6638143319344099,Strong
ETW,FFA,0.7796577509961596,0.6638407173469255,Strong
PB,SSB,0.7796574067144463,0.6638412359676878,Strong
BCX,PEO,0.7796439207322238,0.6638615507284275,Strong
COLB,WSBC,0.779643569912651,0.6638620791811337,Strong
AOD,GAM,0.779618920440224,0.6638992085546963,Strong
QCRH,STBA,0.7796106387510889,0.6639116827544325,Strong
AGI,KGC,0.7796025425089183,0.663923877400236,Strong
AROW,TOWN,0.7796023600483193,0.663924152221744,Strong
HBNC,TOWN,0.7796011925353398,0.6639259107229665,Strong
NFBK,NWBI,0.7795380913738795,0.6640209463956999,MST+Strong
FNB,HAFC,0.7795154448720214,0.6640550506215258,Strong
DCOM,OCFC,0.7795124974684656,0.6640594890994848,Strong
CCD,NCZ,0.7794744966361117,0.6641167116763262,Strong
VLY,WAFD,0.7794724048238464,0.6641198614348973,Strong
BAC,CFR,0.7794669464893472,0.6641280802836946,Strong
ADX,CSQ,0.7794556416404329,0.6641451021570016,Strong
TMP,WASH,0.7794485789912838,0.6641557362678067,Strong
MBWM,WSFS,0.7794469378149277,0.664158207334777,Strong
BOH,FRME,0.7794333986710559,0.6641785924417379,Strong
CFR,TRMK,0.7794233867962695,0.6641936663409709,Strong
CNOB,GSBC,0.7794047608707421,0.6642217086624886,Strong
OCFC,TCBK,0.7793973076531115,0.664232929546388,Strong
CNOB,EFSC,0.7793816789594636,0.6642564580650102,Strong
BSRR,IBCP,0.7793735012774547,0.6642687689821722,Strong
HBAN,JPM,0.7793559658451401,0.6642951665560421,Strong
CNOB,FBNC,0.7793526648580643,0.6643001356946056,Strong
EVT,RMT,0.7793389441436249,0.6643207897640643,Strong
PFBC,TOWN,0.779337044175713,0.664323649773643,Strong
FISI,IBCP,0.7793209599913313,0.6643478607005048,Strong
ETO,TY,0.7793167836500012,0.6643541470480918,Strong
PNFP,WSFS,0.7792924839126072,0.6643907225231142,Strong
BRX,SPG,0.7792658244971598,0.664430847421822,Strong
SRCE,TRST,0.7792586950884062,0.6644415774341546,Strong
NBHC,NWBI,0.7792568257432719,0.6644443908360248,Strong
FNB,QCRH,0.7792467386352746,0.6644595719300391,Strong
ASB,BBT,0.779231824693941,0.664482016771047,Strong
KLAC,MKSI,0.7792228329121066,0.6644955486500921,Strong
SFNC,WASH,0.779220277856621,0.6644993937444624,Strong
EWBC,RNST,0.7791962270939119,0.6645355865656678,Strong
GGAL,PAM,0.7791853796014179,0.6645519097837009,MST+Strong
BOH,WBS,0.7791742804827924,0.6645686112316886,Strong
BUSE,WAFD,0.7791683096807529,0.664577595648916,Strong
CFG,FCF,0.7791377097095539,0.6646236382953079,Strong
C,USB,0.7791330840344961,0.6646305981001837,Strong
CBSH,MTB,0.7791266336030718,0.6646403033174083,Strong
BOH,CFR,0.7791161604003904,0.6646560608308775,Strong
CNOB,PGC,0.7790872963432767,0.6646994864699737,Strong
AGD,GDV,0.7790821016223818,0.6647073015660625,Strong
NBHC,UBSI,0.7790701470413028,0.6647252860523619,Strong
LYB,WLK,0.7790685862440242,0.664727634081773,MST+Strong
FISI,FNB,0.7790643745218417,0.6647339700634507,Strong
JPM,USB,0.7790312027436146,0.6647838705269336,Strong
BOH,TOWN,0.7790165076620426,0.6648059752107489,Strong
TRMK,WABC,0.779003995092284,0.6648247963301549,Strong
HOPE,RF,0.7789957175387322,0.6648372469428406,Strong
TCBK,WABC,0.7789507069530436,0.6649049451567591,Strong
PAAS,WPM,0.7789312731880588,0.6649341723989545,Strong
CFG,HOPE,0.7789089592169302,0.6649677297178711,Strong
FFBC,FISI,0.7789028351681367,0.6649769391969368,Strong
WTFC,ZION,0.7788372389970647,0.6650755761609883,Strong
CFR,USB,0.7788291132166579,0.6650877938788864,Strong
NBTB,VLY,0.778816147473589,0.6651072883774632,Strong
ASB,FBNC,0.778809077525241,0.6651179180788306,Strong
CATY,FBP,0.7788060164773997,0.6651225203262935,Strong
D,DUK,0.7788031262254811,0.6651268657549759,MST+Strong
ABCB,CBSH,0.7787950869058173,0.6651389525417718,Strong
HBAN,SSB,0.7787948813984231,0.665139261510816,Strong
ETY,USA,0.7787906686749411,0.6651455950768357,Strong
OZK,UBSI,0.7787852581376552,0.6651537293924538,Strong
CBU,SFBS,0.778728610119107,0.665238889243395,Strong
FIBK,GSBC,0.7787019707640986,0.6652789328332912,Strong
ATO,IDA,0.7786964268145085,0.6652872660520289,Strong
IBCP,SRCE,0.7786883235517895,0.6652994460364603,Strong
AVK,NCZ,0.7786845660184647,0.6653050938953275,Strong
FHB,WSBC,0.7786789758093026,0.6653134963168829,Strong
BOH,NBTB,0.7786719455080653,0.665324063133049,Strong
PB,TCBI,0.7786673355241323,0.6653309920270778,Strong
CBU,WASH,0.7786350670564155,0.6653794901311348,Strong
HWC,USB,0.7786218955897677,0.6653992852569536,Strong
CFG,PRU,0.7786102773082797,0.6654167456439916,Strong
BANR,FBNC,0.7785769136972364,0.6654668831771625,Strong
SBCF,SRCE,0.7785610326949316,0.6654907472009937,Strong
EOS,USA,0.7785401697993306,0.6655220961030061,Strong
PB,TOWN,0.7785269988514464,0.6655418862078534,Strong
BANF,FRME,0.7784932220588308,0.6655926350872119,Strong
IBOC,SBCF,0.7784840332734676,0.6656064403632711,Strong
MTB,PNFP,0.7784545903021676,0.6656506736987989,Strong
CTBI,FIBK,0.778445711717064,0.6656640117701061,Strong
ABCB,NBHC,0.7784394352217036,0.665673440627304,Strong
ETY,SPXX,0.7784371348836238,0.6656768962738248,Strong
CHW,EVT,0.7784161479379563,0.66570842275285,Strong
BBT,PFS,0.7784064780233876,0.6657229483450491,Strong
BKU,WSBC,0.7784056394577875,0.6657242079753635,Strong
DCOM,SBCF,0.7783787119717015,0.6657646551572087,Strong
CRD-A,CRD-B,0.7783693356116858,0.6657787386036208,MST+Strong
GDV,NCZ,0.7783568698676497,0.6657974618941563,Strong
PEBO,SBCF,0.7783532399257691,0.6658029138930392,Strong
BUSE,INDB,0.7783528676223571,0.6658034730724118,Strong
FFIN,NWBI,0.7783525153876398,0.6658040021092696,Strong
HBAN,UBSI,0.7783358935879141,0.6658289666454681,Strong
PAGP,TRGP,0.7783342200683666,0.6658314800783054,Strong
ASB,OZK,0.7783019221076289,0.6658799860220624,Strong
TCBK,THFF,0.7782944015669568,0.6658912800646111,Strong
EFR,JFR,0.7782923568521363,0.665894350701166,Strong
FITB,TCBI,0.7782747139088385,0.6659208452829233,Strong
BDJ,SPXX,0.7782667619648195,0.6659327864509759,Strong
USB,WTFC,0.7782634598546518,0.6659377450563201,Strong
CFG,UBSI,0.7782328011112316,0.6659837819178007,Strong
GSBC,PGC,0.7782286641133644,0.6659899937486081,Strong
BST,EOS,0.7782152221950697,0.6660101768065265,Strong
EFSC,PFS,0.7781745708015473,0.6660712112056079,Strong
RF,SFNC,0.7781535386062098,0.6661027869537706,Strong
PEBO,TRST,0.7781382485998342,0.6661257409831358,Strong
CTBI,HWC,0.7781237820405285,0.6661474580893806,Strong
ETV,TY,0.7781213550059403,0.6661511014688181,Strong
THFF,TRST,0.7781132441084365,0.6661632771199018,Strong
TMP,WAFD,0.7781029792084857,0.6661786859267028,Strong
FFBC,SBSI,0.7780960934791558,0.6661890220062835,Strong
CCS,DHI,0.7780899709681978,0.6661982122939122,Strong
RNST,SFBS,0.7780837816364425,0.6662075027550463,Strong
PFBC,STBA,0.7780315796085003,0.6662858551575287,Strong
GABC,UCB,0.7780309807817297,0.666286753910462,Strong
FHB,WBS,0.7780136226731175,0.6663128054103156,Strong
CBU,PB,0.7780039979245681,0.6663272500437483,Strong
CBU,COLB,0.7779943145087083,0.6663417824079347,Strong
FFC,PFO,0.7779907286835948,0.6663471637463542,Strong
CNOB,PNFP,0.7779904501512536,0.6663475817450626,Strong
CTBI,PFBC,0.7779815290389983,0.6663609696868533,Strong
ETY,STEW,0.7779778847145238,0.6663664386589052,Strong
HWC,NBTB,0.7779664625296483,0.6663835794350754,Strong
BOH,WAFD,0.7779636824279188,0.6663877513461381,Strong
ASB,MBWM,0.777939518680314,0.6664240111515881,Strong
IGR,JRS,0.7779024939904382,0.6664795660927074,Strong
BOKF,EWBC,0.7778770982986731,0.6665176692351477,Strong
SYBT,TRMK,0.7778559491790392,0.6665493992510394,Strong
NWBI,SBCF,0.7778503422781124,0.6665578110290022,Strong
CATY,PGC,0.7778229929576285,0.6665988404465936,Strong
KEY,UCB,0.7778077567397964,0.6666216967069157,Strong
KGC,WPM,0.7778005186708734,0.6666325544542909,Strong
EFSC,INDB,0.7777928822749669,0.6666440095358738,Strong
GBCI,PB,0.7777915617092993,0.6666459904487548,Strong
C,TFC,0.7777865383324702,0.6666535257051143,Strong
AOD,FFA,0.7777775730400089,0.6666669737732492,Strong
CHCO,FIBK,0.7777692574060091,0.666679447101815,Strong
ONB,ZION,0.7777605614886436,0.6666924906002113,Strong
DCOM,WSBC,0.777740756515499,0.6667221962474341,Strong
SFBS,TRMK,0.7777295633787646,0.6667389843428017,Strong
CPF,EFSC,0.7777089829943301,0.6667698508566053,Strong
FULT,PRK,0.7777013998016492,0.6667812237883589,Strong
CCD,NCV,0.7776891575648375,0.6667995837358667,Strong
NBHC,STBA,0.7776795644164298,0.6668139704348885,Strong
AKR,SPG,0.777673956627391,0.6668223802072167,Strong
GBCI,NBHC,0.7776518829316238,0.6668554821974192,Strong
CNQ,IMO,0.7776490708246633,0.6668596991501836,Strong
BAC,CATY,0.7776340733871013,0.6668821884154632,Strong
BUSE,KEY,0.7776291241509374,0.6668896098291869,Strong
EXG,NIE,0.7776273768806,0.6668922298533699,Strong
HOMB,NBHC,0.7776066542750373,0.6669233025243049,Strong
BGR,EOG,0.7776001899151079,0.6669329952624807,Strong
BUSE,COLB,0.7775988823495995,0.6669349558246299,Strong
FIBK,TMP,0.7775877798745197,0.6669516026301764,Strong
ATO,OGS,0.7775777072374258,0.6669667049599616,MST+Strong
CVBF,FHB,0.7775644312662803,0.6669866096612731,Strong
CBSH,FHB,0.7775555953569424,0.666999857036053,Strong
COLB,HWC,0.7775243309849,0.6670467285207236,Strong
FCBC,STBA,0.7775060633869962,0.667074113742999,Strong
BANF,IBOC,0.7774831869833778,0.6671084065077012,Strong
CFR,HOPE,0.777472905177854,0.6671238188254802,Strong
BGH,ISD,0.7774712675003642,0.66712627365385,Strong
UVSP,WBS,0.7774581636661076,0.6671459155745351,Strong
BUSE,CCBG,0.7774203578546458,0.667202581148116,MST+Strong
CATY,TRST,0.7773277541089826,0.667341360760769,Strong
BOH,FCF,0.7773235493504373,0.667347661492213,Strong
BOE,TY,0.7772983676196935,0.6673853944765445,Strong
NEA,VKQ,0.7772948630874512,0.6673906455930422,Strong
NZF,VMO,0.7772948213659577,0.6673907081073909,Strong
BMA,PAM,0.7772808764449207,0.6674116024689402,Strong
CUZ,VNO,0.7772804620173054,0.6674122234162252,Strong
BANR,MTB,0.7772652537658957,0.6674350099209724,Strong
IIM,VGM,0.7772632427830579,0.667438022915899,Strong
FIBK,INDB,0.7772414481669783,0.6674706762592971,Strong
FBNC,TRMK,0.7772251153854897,0.6674951454722504,Strong
SYBT,UVSP,0.7772203991624304,0.6675022109889519,Strong
GABC,GBCI,0.7771924846322825,0.6675440290613309,Strong
HFWA,SSB,0.7771905358762786,0.6675469483470378,Strong
CVBF,GABC,0.7771887270053998,0.6675496580698701,Strong
EFSC,THFF,0.7771726689626637,0.6675737128397677,Strong
CVE,MTDR,0.7771538769753431,0.6676018619276864,Strong
WASH,WSBC,0.7771468068646006,0.6676124521537917,Strong
PRU,VOYA,0.777111740131652,0.6676649756702054,MST+Strong
CNOB,FISI,0.7770965474835418,0.6676877301799968,Strong
CSQ,RMT,0.7770879429417944,0.6677006171304706,Strong
BOH,RNST,0.7770815047617151,0.6677102593764527,Strong
BANR,RF,0.7770760575194797,0.6677184174193794,Strong
BOKF,SBCF,0.7770683804738328,0.6677299147502188,Strong
CAC,NBTB,0.7770591886485524,0.667743680391582,Strong
GABC,ONB,0.7770483117974829,0.6677599691543618,Strong
GABC,NWBI,0.7770410781096111,0.6677708018330675,Strong
ASB,HFWA,0.7770331749535896,0.6677826368608433,Strong
TFC,WFC,0.7770231707352582,0.667797617942355,Strong
JPM,MET,0.7770164507107192,0.6678076808322599,Strong
HPI,HTD,0.7770127123894693,0.6678132787097463,Strong
IBCP,WTFC,0.7769835251247209,0.6678569830065103,Strong
SFNC,WBS,0.7769478430224467,0.6679104086291114,Strong
AUB,BOKF,0.7769415317509688,0.667919857840791,Strong
FFBC,OCFC,0.7769359564915309,0.667928204986837,Strong
BGR,DVN,0.7769262820263321,0.6679426891188613,Strong
CFG,FHN,0.7769262508748169,0.6679427357568657,Strong
DHR,TMO,0.7768781314435564,0.668014773124732,MST+Strong
GBCI,SBSI,0.7768557160195584,0.6680483275638696,Strong
INN,PK,0.7768526503891794,0.668052916483149,Strong
BUSE,EWBC,0.7768385424377127,0.6680740341643092,Strong
RF,SSB,0.7768353270443308,0.6680788470767043,Strong
DCOM,FFBC,0.776810156627438,0.6681165218321756,Strong
MHO,TOL,0.776808376987335,0.6681191854941229,Strong
NBTB,NFBK,0.7767809814793629,0.6681601881594519,Strong
FMBH,PEBO,0.7767592585892465,0.6681926988687522,Strong
SBSI,SRCE,0.7767533742384569,0.6682015051787045,Strong
FIBK,WSFS,0.7767166071408348,0.6682565268804566,Strong
TOWN,WABC,0.7767121484984311,0.6682631988993093,Strong
ARDC,BGB,0.7767025298222952,0.6682775922888704,MST+Strong
CFG,TCBI,0.7766720383097672,0.6683232177475699,Strong
FITB,WFC,0.7766490267858494,0.6683576485896614,Strong
EOI,GDV,0.7766229088872478,0.6683967251756283,Strong
TCBK,VLY,0.7766133080791331,0.6684110889577863,Strong
PRK,TRMK,0.7765534398159017,0.6685006509856191,Strong
HFWA,PEBO,0.7765209257594092,0.6685492865011387,Strong
MTB,UBSI,0.776515156082463,0.6685579165899346,Strong
EFSC,SYBT,0.7764667989870965,0.6686302431282981,Strong
FFBC,TMP,0.776438468913407,0.6686726121004105,Strong
HOPE,TMP,0.7764314243074963,0.6686831472267021,Strong
APA,FANG,0.7764250283040423,0.6686927122317959,Strong
CAC,EFSC,0.7764210112327093,0.6686987195550634,Strong
PGC,UVSP,0.7764179137489615,0.6687033516456135,Strong
FFBC,FITB,0.7764089397333152,0.6687167715358795,Strong
FFBC,FHB,0.7764073058824108,0.6687192147943548,Strong
BOH,HOMB,0.7763739802081492,0.6687690480156073,Strong
FFBC,WASH,0.7763534990275244,0.6687996725066119,Strong
FFIN,GABC,0.7763475871514031,0.6688085119802184,Strong
PDM,SLG,0.7763423449381918,0.6688163500719884,Strong
RVT,STEW,0.7763226930135321,0.6688457325668871,Strong
AOD,RMT,0.776316533349809,0.6688549418972562,Strong
AGD,ETG,0.7763028147194982,0.6688754522039237,Strong
AOD,SCD,0.7762886934900881,0.6688965637673913,Strong
FITB,FULT,0.7762832342952463,0.6689047252109283,Strong
ETV,NFJ,0.7762633634850015,0.6689344310393934,Strong
FULT,QCRH,0.7762584488733797,0.668941777924836,Strong
MUR,OXY,0.7762459313955388,0.66896049002084,Strong
CAC,FCF,0.7761765118859321,0.6690642541850041,Strong
FCBC,NBTB,0.7761750009190966,0.6690665125096359,Strong
DCOM,UBSI,0.7761553532689898,0.6690958776304189,Strong
MUR,OVV,0.7761502878624444,0.6691034481118081,Strong
BGX,JFR,0.7761491874894775,0.6691050926581302,Strong
ONB,TMP,0.7761180752495674,0.6691515893285057,Strong
SRCE,WTFC,0.7761122784737776,0.6691602521462588,Strong
MTB,SSB,0.7760909307710938,0.6691921536134539,Strong
COLB,FNB,0.7760891251672244,0.669194851792474,Strong
FFBC,KEY,0.7760864406039901,0.66919886341208,Strong
BDN,KRC,0.7760833746170148,0.6692034449746731,Strong
FCF,FHB,0.7760678628644028,0.6692266240005657,Strong
QCRH,THFF,0.776066899102917,0.6692280641113058,Strong
BGT,JFR,0.77606275727669,0.6692342530434466,Strong
IDA,XEL,0.7760572483718919,0.6692424846467954,Strong
HFWA,WSFS,0.7760466584074328,0.6692583082675436,Strong
FHB,HBAN,0.7760382006202977,0.6692709457009206,Strong
UMBF,WAFD,0.776013492577004,0.6693078625311314,Strong
KEY,TCBI,0.7759973856850514,0.6693319270958895,Strong
APA,EOG,0.7759730282059041,0.669368316839236,Strong
QCRH,TCBK,0.7759683667581028,0.6693752807534757,Strong
BXP,ESRT,0.7759576868440201,0.6693912356103565,MST+Strong
BPOP,WBS,0.7759530464000416,0.6693981679089933,Strong
HOPE,TRST,0.7759136578120371,0.6694570071154127,Strong
MBWM,SYBT,0.7759016504686018,0.6694749428192188,Strong
FITB,SF,0.7758816609210941,0.6695048006981068,Strong
FBNC,HOMB,0.7758807161802164,0.6695062118005831,Strong
NWBI,WABC,0.7758794101848212,0.6695081624822491,Strong
BDN,VNO,0.7758332356782869,0.6695771267325566,Strong
BANR,DCOM,0.7758215254203447,0.6695946155393655,Strong
RNST,SYBT,0.7758030758112211,0.6696221683737462,Strong
KMI,WMB,0.775793385842271,0.6696366390181007,MST+Strong
CHCO,WAFD,0.7757926686521229,0.6696377100311437,Strong
FFBC,INDB,0.7757887461574043,0.6696435676426612,Strong
GABC,UVSP,0.7757747223056731,0.6696645095782319,Strong
FBNC,PNFP,0.7757745925238341,0.6696647033794837,Strong
FFA,USA,0.7757424418176991,0.6697127118135072,Strong
ONB,PRK,0.7757281653564368,0.6697340287659918,Strong
CSQ,SCD,0.7757195920982498,0.6697468296330341,Strong
HOMB,TMP,0.7757174988807363,0.6697499550119638,Strong
ETG,SPXX,0.7757102702630356,0.6697607479346104,Strong
CBU,PEBO,0.7757080808936431,0.6697640168094385,Strong
DVN,OXY,0.7756989403629612,0.6697776640603041,Strong
ONB,PEBO,0.7756930103156868,0.6697865177566852,Strong
PEBO,TMP,0.7756817261403743,0.6698033649656079,Strong
CVBF,MBWM,0.7756777119692356,0.6698093579978774,Strong
PFS,THFF,0.7756445989535978,0.6698587926517083,Strong
ETW,SPXX,0.7756347184278682,0.6698735426513451,Strong
FBNC,SRCE,0.7756010170961432,0.6699238507529894,Strong
FULT,PFBC,0.7755828862300581,0.6699509142764742,Strong
BANF,TOWN,0.7755584090649995,0.66998744903916,Strong
DSU,HYT,0.775548732437927,0.67000189188102,Strong
CTBI,WAFD,0.7755472049126934,0.6700041717591118,Strong
FNB,OCFC,0.7755015505689676,0.6700723086817308,Strong
CFR,IBOC,0.7754965967288091,0.6700797016343517,Strong
UVSP,VLY,0.7754945974028769,0.6700826853413289,Strong
PEBO,PGC,0.7754650836891066,0.6701267287773163,Strong
CTRE,NHI,0.7754613947089352,0.6701322336540227,Strong
ONB,PNC,0.7754592609468104,0.6701354177376235,Strong
NBTB,PFS,0.7754541263549483,0.6701430797151482,Strong
OZK,UCB,0.7754406511868192,0.6701631873106443,Strong
FFIN,WSFS,0.7754280928337189,0.6701819262950637,Strong
FNB,NWBI,0.7754110168745248,0.6702074053984709,Strong
CNOB,QCRH,0.7754008760509584,0.6702225361013184,Strong
EVT,JRI,0.7753747366523298,0.6702615360404776,Strong
PEBO,SYBT,0.7753625502866616,0.67027971730217,Strong
FCX,SCCO,0.77532467031266,0.6703362286007524,MST+Strong
BUSE,PB,0.7753118892534184,0.6703552949691404,Strong
ABCB,SFBS,0.7752929562329446,0.6703835376365613,Strong
ABCB,MTB,0.7752886700613529,0.6703899312171194,Strong
CVBF,ZION,0.7752856499829832,0.670394436159813,Strong
EFSC,WTFC,0.7752473213875438,0.6704516069224626,Strong
AZO,ORLY,0.7752178158717311,0.6704956138980611,MST+Strong
NFBK,STBA,0.7752125911873686,0.6705034061250269,Strong
FHB,HOMB,0.7752104736494446,0.6705065642490838,Strong
CNOB,UBSI,0.7751961929202315,0.6705278623290288,Strong
CPF,FFBC,0.7751801973177066,0.6705517171438656,Strong
ED,ES,0.7751650381672343,0.6705743237446029,Strong
INDB,VLY,0.7751069405085473,0.6706609568052291,Strong
NWBI,UMBF,0.7750948320595094,0.6706790110634008,Strong
BPOP,KEY,0.7749980758558538,0.6708232615885442,Strong
BDJ,RVT,0.7749965967084056,0.6708254665583209,Strong
HFWA,WABC,0.7749917067860267,0.670832755929484,Strong
HOPE,PFBC,0.7749804333708801,0.6708495608243623,Strong
BKU,PFS,0.774965601788351,0.6708716691166038,Strong
TCBI,WBS,0.7749497441627122,0.6708953060460146,Strong
EWBC,WAL,0.7749492380788892,0.6708960603865711,Strong
ASB,NBHC,0.7749474851693876,0.670898673169969,Strong
EFSC,TMP,0.7749216531770605,0.6709371756326213,Strong
OMAB,PAC,0.7749162034170027,0.6709452981920319,MST+Strong
RF,RNST,0.7749065576564007,0.6709596744121055,Strong
FNB,TCBK,0.7749022688555305,0.6709660664213497,Strong
FULT,SFBS,0.7748976660791986,0.6709729263104457,Strong
BANF,WTFC,0.7748960367033776,0.6709753546839443,Strong
FHB,ZION,0.774881710218235,0.6709967060750224,Strong
FFIN,WBS,0.7748788737522181,0.67100093330454,Strong
INN,SHO,0.7748754232202503,0.6710060756502131,Strong
CPF,UVSP,0.7748570409101804,0.6710334702379899,Strong
FNB,GSBC,0.7748468824133319,0.6710486086516656,Strong
FIBK,UVSP,0.7748335527628534,0.6710684722696286,Strong
EOI,NIE,0.7748157593327488,0.6710949868196769,Strong
EFSC,FBNC,0.7747956507305541,0.6711249500196604,Strong
EFSC,HBNC,0.7747921874662466,0.6711301103865829,Strong
FHB,FNB,0.7747902665733181,0.6711329725571259,Strong
JRS,RNP,0.7747826604959427,0.671144305651262,Strong
BAC,HWC,0.7747661934897637,0.6711688409189394,Strong
PEO,VET,0.7747338370065674,0.6712170483434291,Strong
