source,target,correlation,distance,edge_type
GOOG,GOOGL,0.9954295603255324,0.09560794605541502,MST+Strong
LBRDA,LBRDK,0.9933120675080043,0.11565407465364745,MST+Strong
Z,ZG,0.9925462091184284,0.12209660831957299,MST+Strong
CCL,CUK,0.9874729935987345,0.1582845943310054,MST+Strong
LBTYA,LBTYK,0.9788154009313853,0.20583779569658578,MST+Strong
LEN,LEN-B,0.9785891137406478,0.20693422268610945,MST+Strong
UA,UAA,0.9775740228528278,0.2117827998075963,MST+Strong
CENT,CENTA,0.9763346020001803,0.2175564202675697,MST+Strong
BRK-A,BRK-B,0.974141264367585,0.22741475604021402,MST+Strong
FWONA,FWONK,0.973326411777734,0.23097007694619645,MST+Strong
BATRA,BATRK,0.9715980467031137,0.238335701467012,MST+Strong
NWS,NWSA,0.9715740731788194,0.2384362674644133,MST+Strong
PBR,PBR-A,0.9713216191592771,0.23949271738707606,MST+Strong
LILA,LILAK,0.9569193444111138,0.29353247039769276,MST+Strong
PAA,PAGP,0.95685216744724,0.2937612382625046,MST+Strong
CLM,CRF,0.942660644540999,0.3386424529175308,MST+Strong
CTBB,CTDD,0.9370783562934292,0.35474397445642636,MST+Strong
HEI,HEI-A,0.9298846440270414,0.37447391357198323,MST+Strong
CHTR,LBRDK,0.9242633864218885,0.3891956155408523,MST+Strong
HPF,HPI,0.9201594765674493,0.3996011096895269,MST+Strong
CHTR,LBRDA,0.9197113635516377,0.4007209414252324,Strong
CHI,CHY,0.9190257243714479,0.40242831816002234,MST+Strong
HQH,HQL,0.9143582286735223,0.4138641596622681,MST+Strong
BMA,GGAL,0.9143214205258849,0.41395308785927676,MST+Strong
EQR,UDR,0.9119482737569552,0.41964681874892085,MST+Strong
AVB,EQR,0.9116385373318365,0.4203842591443297,MST+Strong
FRT,REG,0.9107687887927991,0.4224481298507567,MST+Strong
NCV,NCZ,0.910447059209051,0.42320902823769957,MST+Strong
AMAT,LRCX,0.9068754308780783,0.43156591413577067,MST+Strong
BRX,KIM,0.9065268018907136,0.43237298275744857,MST+Strong
FITB,RF,0.9064828464539931,0.4324746317323292,MST+Strong
CFG,FITB,0.9040605905695918,0.43803974575467064,MST+Strong
MTG,RDN,0.9039758044277637,0.43823326111155986,MST+Strong
CFG,KEY,0.9034268560161317,0.43948411571720836,MST+Strong
RMT,RVT,0.9026924484812175,0.44115201805904153,MST+Strong
AVB,UDR,0.902226686418679,0.4422065435547534,Strong
CFG,RF,0.9017846007492563,0.44320514268393535,Strong
HPF,HPS,0.9006225243440004,0.44581941558438126,MST+Strong
MA,V,0.8980169025702093,0.4516261671555153,MST+Strong
BF-A,BF-B,0.8972812864229991,0.45325205697713256,MST+Strong
ESS,UDR,0.8968442125158876,0.45421533986450163,MST+Strong
MET,PRU,0.8966240276313869,0.4546998402652305,MST+Strong
PFL,PFN,0.8965142972114285,0.4549411012176664,MST+Strong
EQR,ESS,0.8949066976204676,0.4584611267698329,Strong
FFC,FLC,0.8948767900243307,0.4585263568774848,MST+Strong
DHI,LEN,0.8944430665990919,0.4594712905087936,MST+Strong
FITB,KEY,0.8926085386987879,0.46344678508154985,Strong
HPI,HPS,0.8921824651626619,0.46436523305979344,Strong
BBAR,GGAL,0.8920622453425305,0.46462405158895825,MST+Strong
KYN,TYG,0.8909031514749579,0.4671120818926483,MST+Strong
MUFG,SMFG,0.8904404570121758,0.46810157655753354,MST+Strong
AVB,ESS,0.8900407178681965,0.468954757160653,Strong
DAL,UAL,0.8896868174625991,0.46970880881116306,MST+Strong
CPT,MAA,0.8894695411544516,0.47017115786817115,MST+Strong
CMS,LNT,0.8880050247962084,0.4732757657091511,MST+Strong
EGP,FR,0.887692558876234,0.4739355254119826,MST+Strong
NAD,NEA,0.8856008514299782,0.478328649716953,MST+Strong
MLM,VMC,0.8853105159037629,0.4789352442580043,MST+Strong
DHI,LEN-B,0.8850831257458511,0.4794097918360635,Strong
BBAR,BMA,0.884963458024697,0.4796593415650382,Strong
LEN,PHM,0.883640776497859,0.4824090038590511,MST+Strong
KEY,RF,0.8830744682029976,0.48358149633128517,Strong
CMS,WEC,0.8817500131969418,0.48631262949476894,MST+Strong
BAC,JPM,0.8805376998122006,0.4887991411363145,MST+Strong
KLAC,LRCX,0.8804248509766287,0.4890299561854494,MST+Strong
DHI,PHM,0.8795748325717933,0.490765050565353,Strong
FITB,PNC,0.8793495059690769,0.4912239693478385,MST+Strong
FNB,WTFC,0.8779252020949789,0.4941149621394217,MST+Strong
FITB,TFC,0.8778355048973744,0.4942964598348356,MST+Strong
AD,TDS,0.8772251633138942,0.49552968969801553,MST+Strong
LEN-B,PHM,0.8772082394205706,0.49556384165802375,Strong
NNN,O,0.8771035681208449,0.49577501324523227,MST+Strong
CFG,HBAN,0.8769420129413763,0.49610077012361853,MST+Strong
BHP,RIO,0.8761773007934478,0.4976398280012407,MST+Strong
CHSCM,CHSCN,0.8761570543140745,0.4976805113442267,MST+Strong
BP,SHEL,0.8761557907176579,0.49768305030881266,MST+Strong
HBAN,KEY,0.8756282231193476,0.4987419711246535,Strong
BBD,ITUB,0.8756079678253744,0.4987825822432567,MST+Strong
CFG,PNC,0.8745853096618507,0.5008286939426481,Strong
EVT,GDV,0.8741673190118203,0.5016625977450974,MST+Strong
HBAN,RF,0.8741669815408085,0.5016632704497938,Strong
FITB,HBAN,0.8740275855416474,0.5019410611981303,Strong
CPT,UDR,0.8734348450868471,0.5031205718575874,MST+Strong
AEE,CMS,0.8732683659863169,0.5034513561679681,MST+Strong
CATY,UCB,0.8724747160086588,0.505025314199875,MST+Strong
BRX,KRG,0.8724669767102199,0.5050406385426427,MST+Strong
SLG,VNO,0.8718782864234818,0.5062049260458026,MST+Strong
AEE,LNT,0.870789113871991,0.5083520160833613,Strong
CATY,UBSI,0.8705802528848698,0.5087627091584644,MST+Strong
ASB,HWC,0.8704081083011344,0.5091009559976599,MST+Strong
ASB,FNB,0.8703301670694795,0.5092540288117915,MST+Strong
CUZ,HIW,0.8702017403493947,0.5095061523683602,MST+Strong
HLT,MAR,0.8697863902311186,0.510320702634885,MST+Strong
CATY,HOPE,0.8695965272348918,0.5106926135457771,MST+Strong
CFG,TFC,0.8695942605222412,0.5106970520333142,Strong
NCLH,RCL,0.8692248687763237,0.5114198494850906,MST+Strong
AMAT,KLAC,0.8684288527721044,0.5129739705441118,Strong
ASB,CATY,0.8683113019012504,0.5132030750078367,MST+Strong
BGR,PEO,0.8682105123211615,0.5133994306168219,MST+Strong
CATY,FULT,0.8681629933609641,0.5134919797602215,MST+Strong
BUSE,TOWN,0.8681510471783233,0.5135152438276331,MST+Strong
NUE,STLD,0.86780339320357,0.5141918062288234,MST+Strong
FULT,ONB,0.8676261187123032,0.5145364540782252,MST+Strong
PNC,RF,0.867412985339857,0.5149505115254145,Strong
GLO,GLQ,0.8673646148026585,0.5150444353593999,MST+Strong
MCO,SPGI,0.867245444970836,0.5152757611787382,MST+Strong
CATY,HWC,0.8671662776464025,0.5154293789717413,Strong
LNT,WEC,0.8670840025776412,0.5155889785912007,Strong
ASB,FULT,0.8665082700859895,0.5167044221099921,Strong
GHY,ISD,0.8664684069510864,0.5167815651683283,MST+Strong
FULT,UCB,0.866337671136187,0.5170344840797624,Strong
PNC,TFC,0.8648135782764995,0.5199738872741602,Strong
CATY,HOMB,0.8645745185766833,0.5204334374794084,MST+Strong
PFG,PRU,0.8644343738182093,0.5207026525413342,MST+Strong
VTR,WELL,0.8641387511940327,0.5212700812553264,MST+Strong
CCL,RCL,0.8640040161547967,0.5215284917340629,MST+Strong
TOWN,UBSI,0.8635157973215133,0.5224637837754627,MST+Strong
GS,MS,0.8634982837570379,0.5224973038073252,MST+Strong
DEI,KRC,0.8632439576578058,0.5229838283201388,MST+Strong
FULT,TRMK,0.8630919301804348,0.5232744400781776,MST+Strong
RSG,WM,0.8629807564886174,0.5234868546800056,MST+Strong
BAC,C,0.8627852296666936,0.523860230086817,MST+Strong
TFC,USB,0.8626257156502934,0.5241646389250357,MST+Strong
ESNT,MTG,0.8624514367301612,0.5244970224316603,MST+Strong
ASB,ONB,0.8622764476918424,0.5248305484785686,Strong
BSBR,ITUB,0.8621648083667414,0.5250432203795391,MST+Strong
KEY,TFC,0.8617921426172073,0.5257525223577967,Strong
RUSHA,RUSHB,0.8617208486178662,0.525888108597511,MST+Strong
MTH,PHM,0.8615350387623806,0.5262413158193101,MST+Strong
CATY,FFBC,0.8614277936013949,0.5264450710161604,MST+Strong
FULT,UBSI,0.8613251212658672,0.5266400644351562,Strong
UBSI,UCB,0.8612056028803688,0.5268669606639443,Strong
BUSE,SRCE,0.8609334227317068,0.5273833089287017,MST+Strong
VKQ,VMO,0.8608827751259668,0.5274793358493454,MST+Strong
CBU,NBTB,0.860300180964845,0.528582669097569,MST+Strong
HOMB,UBSI,0.8602917143327105,0.5285986864669445,Strong
CCL,NCLH,0.8601713532705195,0.5288263358220362,Strong
CUK,RCL,0.8601196602547517,0.5289240772459659,Strong
RNP,RQI,0.8599060558071594,0.5293277702763017,MST+Strong
ETY,EXG,0.8597848162607595,0.5295567651144502,MST+Strong
AUB,FULT,0.8597792676128054,0.529567242920471,MST+Strong
HAL,SLB,0.8595757954102161,0.5299513271797399,MST+Strong
BUSE,CATY,0.8592977889690537,0.5304756564272224,Strong
HBAN,TFC,0.8588585498624969,0.5313030211423668,Strong
FRT,KIM,0.8588488540016809,0.5313212700397362,MST+Strong
BUSE,FFBC,0.8588108866094343,0.5313927236810186,Strong
BANR,CATY,0.8587706552093763,0.531468427642929,MST+Strong
CUBE,EXR,0.8586187470220151,0.5317541781274218,MST+Strong
BDJ,GDV,0.8585661911887559,0.531853003773118,MST+Strong
ETG,EVT,0.8585199216039737,0.5319399936008314,MST+Strong
COF,SYF,0.8582034013931473,0.5325346910894213,MST+Strong
MAA,UDR,0.8576863806136451,0.53350467549283,Strong
CUK,NCLH,0.857643084348105,0.5335858237470239,Strong
AOD,GDV,0.8576281878589889,0.5336137407170305,MST+Strong
CFG,FNB,0.8576040024651955,0.5336590625761067,MST+Strong
CCD,CHY,0.8575883212846209,0.5336884460345362,MST+Strong
ETW,ETY,0.8573918040881768,0.5340565436577351,MST+Strong
CSQ,ETG,0.8573682502664288,0.534100645447225,MST+Strong
KIM,REG,0.8573072306275744,0.5342148806845904,Strong
CATY,FNB,0.8572359767008908,0.5343482446852599,Strong
PSX,VLO,0.8570714194743259,0.5346561147610194,MST+Strong
AEE,WEC,0.8568808935889831,0.5350123482893023,Strong
ASB,RF,0.8567697625876523,0.5352200246858253,Strong
ETW,EXG,0.8567663427426249,0.5352264142535851,Strong
CFG,WTFC,0.8567611308411831,0.5352361519158004,Strong
BOKF,HWC,0.856519212434728,0.5356879456647724,MST+Strong
FNB,RF,0.8564362937710356,0.5358427124240179,Strong
ASB,WBS,0.8564308005151267,0.5358529639460313,MST+Strong
ABCB,CATY,0.8563409349206325,0.536020643407262,MST+Strong
KIM,KRG,0.856166345800322,0.5363462579335815,Strong
NBTB,STBA,0.8561651400069799,0.5363485060909933,MST+Strong
GDV,TY,0.8561471287772692,0.5363820862458605,MST+Strong
KBH,PHM,0.8559125639685675,0.5368192173002612,MST+Strong
FRME,UBSI,0.8558261422832218,0.5369801816022229,MST+Strong
CSQ,GDV,0.8557108658123841,0.5371948141738078,Strong
WBS,WTFC,0.8557065667028105,0.5372028170015296,Strong
FFBC,UBSI,0.8555593267760232,0.5374768334058256,Strong
AKR,BRX,0.8554135870002787,0.537747920497553,MST+Strong
RF,TFC,0.8551795325422084,0.538182993892954,Strong
FULT,HOMB,0.8548708233746176,0.5387563022840334,Strong
CATY,SFNC,0.8547858621761886,0.5389139779664496,MST+Strong
CATY,FRME,0.8547335644678444,0.539011012006537,Strong
CATY,ONB,0.854721543891813,0.5390333127148766,Strong
FULT,SFNC,0.8546778105236282,0.5391144395698779,Strong
PHM,TOL,0.8546314922870785,0.5392003481321604,MST+Strong
ASB,FFBC,0.8546077177072322,0.5392444386227229,Strong
VGM,VKQ,0.8543481675051461,0.5397255459858351,MST+Strong
FNB,HWC,0.8542323154347515,0.5399401532859887,Strong
FRT,UE,0.8542243430776941,0.5399549183446816,MST+Strong
BRX,FRT,0.8542024233851381,0.5399955122310961,Strong
RNST,TRMK,0.8540790172408114,0.5402239956891746,MST+Strong
ASB,WTFC,0.8540668371678174,0.540246541557061,Strong
CATY,WSBC,0.8540503566587403,0.5402770462295426,MST+Strong
BXMT,STWD,0.8537062508370435,0.5409135775019083,MST+Strong
PNC,USB,0.8536680532222689,0.5409841897463014,Strong
LNC,PRU,0.853636571730469,0.5410423796146305,MST+Strong
SFNC,UCB,0.8535437072513754,0.5412139923332075,Strong
BRX,UE,0.8533885741432287,0.541500555598554,Strong
GGAL,SUPV,0.8533521196754881,0.541567872615265,MST+Strong
UBSI,WSBC,0.8533083956365576,0.5416486026261721,Strong
FRME,TOWN,0.8531935636261078,0.5418605657803347,Strong
NVG,NZF,0.8530606969108573,0.5421057149470806,MST+Strong
AOD,ETG,0.8529183500994997,0.5423682326620916,Strong
BANR,FULT,0.8522104814315283,0.5436718101363573,Strong
TRMK,UBSI,0.8521854455812764,0.5437178577511016,Strong
KEY,ZION,0.8520556277765712,0.543956564853167,MST+Strong
FFBC,FNB,0.8520027514737939,0.5440537630164984,Strong
EMO,KYN,0.8519728223809169,0.544108771513717,MST+Strong
AGNC,NLY,0.8518597623533639,0.5443165212385824,MST+Strong
ETG,ETO,0.851725037979531,0.5445639760771345,MST+Strong
AVB,CPT,0.8517159255654532,0.5445807092333456,Strong
KEY,PNC,0.8516920942865561,0.5446244682594492,Strong
ETG,EXG,0.8516489579607057,0.544703666298097,MST+Strong
HST,SHO,0.8516195825068539,0.5447575928670405,MST+Strong
AKR,KIM,0.8515339739513063,0.5449147200226724,Strong
ONB,TRMK,0.8514447867179594,0.5450783673602183,Strong
BUSE,PEBO,0.8514098876803193,0.5451423893253591,MST+Strong
BBVA,SAN,0.8513412579543289,0.5452682680033216,MST+Strong
FITB,WTFC,0.8511637282859429,0.5455937531058381,Strong
CATY,TRMK,0.8510564630555574,0.5457903204426451,Strong
CMS,XEL,0.850968469530855,0.5459515188533594,MST+Strong
FRME,WSBC,0.850885220214548,0.5461039823796416,Strong
CBRE,JLL,0.8506989633595258,0.5464449407588549,MST+Strong
BXP,VNO,0.8504867983267169,0.5468330671663576,MST+Strong
HOMB,SFNC,0.8504152567239388,0.546963880482178,Strong
MPC,VLO,0.8503109698632545,0.5471545122481318,MST+Strong
FCF,FFBC,0.8500949824182324,0.5475491166676604,MST+Strong
FRME,FULT,0.8498531884105124,0.5479905320158144,Strong
APLE,RLJ,0.8497869076347287,0.5481114710809677,MST+Strong
HBAN,PNC,0.8495791758772929,0.5484903355989185,Strong
CATY,GBCI,0.8494802908286722,0.5486705918332563,MST+Strong
FITB,USB,0.8494793982444029,0.5486722186435123,Strong
ASB,CFG,0.8494349581600046,0.5487532083550772,Strong
RNST,UBSI,0.8493412592632843,0.5489239304980531,Strong
FFBC,HOMB,0.8493319168387826,0.5489409497591109,Strong
HOMB,TOWN,0.8492853623185095,0.5490257510927707,Strong
CATY,FCF,0.8490697157449579,0.5494183911283678,Strong
ABCB,UCB,0.8490346070534454,0.5494822889712727,Strong
CFG,WBS,0.8490024307600424,0.5495408433227826,Strong
LNT,XEL,0.848784252989561,0.5499377183107903,Strong
BRX,REG,0.8486444795437941,0.5501918219243284,Strong
ELS,SUI,0.8486272001255335,0.5502232271986826,MST+Strong
CATY,TOWN,0.8485835078359666,0.5503026297666284,Strong
FCF,TRMK,0.8485314040995572,0.5503973035915835,Strong
FNB,WBS,0.8484548590784152,0.5505363583299195,Strong
AUB,UBSI,0.8483220472926619,0.5507775462150541,Strong
HWC,WTFC,0.8483161856478513,0.550788188602749,Strong
BUSE,FRME,0.8482551980249518,0.5508989053811021,Strong
ONB,UCB,0.8482047523633447,0.5509904674976788,Strong
KBH,MTH,0.8481897828802317,0.5510176351438641,Strong
FR,PLD,0.848135142814374,0.5511167883228129,MST+Strong
REG,UE,0.848018270296972,0.5513288124214588,Strong
SFNC,UBSI,0.8479341913807519,0.5514812936433078,Strong
AVB,MAA,0.8478652586577177,0.5516062750590902,Strong
CCD,CHI,0.8476875257825764,0.5519283906765868,Strong
BUSE,UBSI,0.8476305559141203,0.5520316007003218,Strong
FNB,HOMB,0.8473195546264036,0.5525946893946708,Strong
ABCB,FNB,0.8472946844840911,0.5526396936809894,Strong
KRG,UE,0.8472340716453195,0.552749361563956,Strong
ABCB,ASB,0.8471322206585853,0.5529335933752166,Strong
BAC,PNC,0.8469296782246329,0.5532997772914192,MST+Strong
BANR,UCB,0.8468742947599148,0.5533998649079799,Strong
HIW,PDM,0.8468699030855646,0.5534078006577705,MST+Strong
KBH,TMHC,0.8468419334382159,0.5534583391038284,MST+Strong
FCF,STBA,0.8467353536778883,0.5536508761342507,MST+Strong
AUB,CATY,0.8466668638812856,0.5537745680666716,Strong
GBCI,UBSI,0.8466074188630456,0.553881902822171,Strong
ASB,CFR,0.8465853862367628,0.5539216799570805,MST+Strong
FFBC,FRME,0.8465394107607441,0.5540046736973541,Strong
COP,EOG,0.8465014131389005,0.5540732566386859,MST+Strong
RF,WTFC,0.8463615965278262,0.5543255423885387,Strong
NBTB,SFNC,0.8462083178104148,0.5546019873559509,Strong
ESNT,RDN,0.8460798047632377,0.5548336601843156,Strong
ETV,ETY,0.8460735807955876,0.5548448777891212,MST+Strong
DRH,RHP,0.8460011293246981,0.5549754421148776,MST+Strong
FULT,RNST,0.8459879092727175,0.5549992625711903,Strong
ABCB,FFBC,0.8459648864404601,0.5550407436567876,Strong
BOKF,CFR,0.8459328806630234,0.5550984044959535,Strong
C,JPM,0.8458090321290588,0.5553214706292945,Strong
AUB,FRME,0.8457871890879883,0.5553608032837961,Strong
FCF,FULT,0.8456621258379737,0.5555859504379611,Strong
AKR,FRT,0.8456161727772739,0.5556686552662947,Strong
AKR,KRG,0.8454236116063327,0.5560150868342824,Strong
RNST,UCB,0.8453845342037757,0.5560853635840891,Strong
TRMK,UCB,0.8453441184747017,0.5561580378369053,Strong
BANR,TOWN,0.8452781692008738,0.5562766052947511,Strong
BUSE,CTBI,0.8452314239888868,0.5563606312655724,MST+Strong
CFR,PB,0.8451129312789046,0.5565735687599536,MST+Strong
FR,REXR,0.8449525357979923,0.5568616779811799,MST+Strong
CBU,UBSI,0.8448672249565682,0.5570148562532813,Strong
HBAN,USB,0.8447762535050076,0.5571781519316643,Strong
LEN-B,MTH,0.8446989124865634,0.5573169430646024,Strong
AEP,CMS,0.8445359248150344,0.5576093169683692,MST+Strong
ABCB,HWC,0.8445016697241255,0.5576707456481368,Strong
LEN,MTH,0.8443638505285808,0.5579178245430401,Strong
BUSE,WSBC,0.844279476163884,0.5580690348623834,Strong
BUSE,FCF,0.8442790666543436,0.5580697686591819,Strong
STBA,TOWN,0.8442171371773238,0.5581807284790047,Strong
KBH,TOL,0.844206962362739,0.5581989567121405,Strong
ETG,ETY,0.8441782934879912,0.558250313948875,Strong
MET,PFG,0.8440970899527773,0.5583957557990975,Strong
BKU,FNB,0.8440670812466531,0.5584494941413178,MST+Strong
AUB,UCB,0.8440128615316235,0.5585465754408965,Strong
ASB,PNFP,0.8438680089651996,0.5588058536465064,MST+Strong
AOD,EVT,0.8438664788956062,0.5588085917456779,Strong
HOMB,UCB,0.8438182080960419,0.5588949667047612,Strong
EFSC,FRME,0.8438126387420096,0.5589049315545361,MST+Strong
CATY,WTFC,0.8437366223354783,0.5590409245565511,Strong
EOS,ETY,0.8436331902938652,0.5592259108913585,MST+Strong
BXP,KRC,0.8435067100497327,0.559452035388678,MST+Strong
TMHC,TPH,0.8433468178060247,0.5597377639466097,MST+Strong
ASB,EWBC,0.8433161506003701,0.5597925497889908,MST+Strong
CMS,DUK,0.8432654305371324,0.55988314756361,MST+Strong
ABCB,FULT,0.8432471475399422,0.559915801634599,Strong
HWC,RF,0.8432020047230024,0.5599964201260532,Strong
FITB,FNB,0.8430970348206758,0.5601838362168695,Strong
EOI,EOS,0.8430818405202425,0.5602109593354231,MST+Strong
ATMP,PAA,0.8430338672365391,0.5602965871098288,MST+Strong
ED,WEC,0.8429917178713098,0.5603718089424025,MST+Strong
KEY,WTFC,0.8428500269359546,0.5606246035700635,Strong
OKE,TRGP,0.8428353629332116,0.5606507595050387,MST+Strong
CATY,PNFP,0.8428037757214596,0.5607070969383934,Strong
FULT,HWC,0.8427001317968584,0.5608919115179708,Strong
AKR,UE,0.8425469254479935,0.5611649927641719,Strong
MHO,TMHC,0.8425379453768522,0.5611809950865189,MST+Strong
CHCO,STBA,0.8423116789134694,0.5615840472921763,MST+Strong
ASB,HOMB,0.8422598176235369,0.5616763879254016,Strong
ASB,UBSI,0.842219797828942,0.5617476340333941,Strong
CATY,SRCE,0.8422141192381043,0.5617577427359515,Strong
MTH,TMHC,0.8421638634464993,0.5618471972938919,Strong
KBH,LEN-B,0.8420164322938916,0.562109540403129,Strong
FFBC,FULT,0.8419583629764117,0.5622128369640599,Strong
AOD,CSQ,0.8419418244428594,0.5622422530495919,Strong
NBTB,UBSI,0.841926071730588,0.5622702700115169,Strong
PCN,PTY,0.8418959491234301,0.5623238406409066,MST+Strong
BUSE,UVSP,0.8417358368965703,0.5626085017193212,MST+Strong
CII,CSQ,0.8416776666883445,0.5627118859801266,MST+Strong
ABCB,HOMB,0.8416179759220492,0.5628179529438463,Strong
CATY,UMBF,0.8415413651474818,0.5629540564780011,MST+Strong
FULT,NBTB,0.8414848745471283,0.5630543942691003,Strong
EXR,PSA,0.8414641985444147,0.5630911142179129,MST+Strong
ETY,EVT,0.84142891304317,0.5631537746598703,Strong
HBAN,MTB,0.8414079842799317,0.5631909369300403,MST+Strong
AGD,AOD,0.841142996194523,0.563661252536445,MST+Strong
DUK,LNT,0.8411357532224502,0.5636741022568801,Strong
GEF,GEF-B,0.841115526762529,0.5637099843669101,MST+Strong
CATY,VLY,0.8410728916842424,0.5637856122955918,MST+Strong
NFJ,NIE,0.8410329696812421,0.5638564184590931,MST+Strong
ASB,UCB,0.8410070558371712,0.563902374818246,Strong
VGM,VMO,0.8409500570941263,0.56400344485805,Strong
KBH,LEN,0.8409228351964654,0.564051708274223,Strong
ABCB,UBSI,0.8409208191059833,0.564055282563716,Strong
AEP,LNT,0.8408176778120491,0.564238109645123,Strong
CSQ,EVT,0.84060802779439,0.5646095504073766,Strong
GDV,STEW,0.8405046705303643,0.5647925804569953,MST+Strong
ASB,HBAN,0.8404799480098821,0.5648363515038987,Strong
PK,RLJ,0.8404415016855602,0.5649044137098591,MST+Strong
BANR,UBSI,0.8403841472754494,0.565005933994592,Strong
AAL,DAL,0.84035682006117,0.5650542981675832,MST+Strong
FNB,PNFP,0.8403472050985744,0.5650713139090067,Strong
FR,STAG,0.8403101600082954,0.5651368683632393,MST+Strong
ABCB,TOWN,0.8402817274416173,0.5651871770632853,Strong
CBU,TRMK,0.8402597806733421,0.5652260067029081,Strong
BBAR,SUPV,0.840221442162884,0.5652938312720492,Strong
CATY,RNST,0.8401765706610623,0.5653732030065409,Strong
MFG,SMFG,0.8401420382396558,0.5654342786926597,MST+Strong
FULT,TOWN,0.8400022241494004,0.5656814931577656,Strong
RNST,TOWN,0.8399671448786046,0.5657435021657702,Strong
NBTB,TRMK,0.8398599112075409,0.565933015104189,Strong
CTBI,UBSI,0.8397988680398419,0.5660408677121433,Strong
CSQ,TY,0.8397746906215112,0.5660835793034255,Strong
BBD,BSBR,0.8397269556869321,0.5661678979120379,Strong
ABCB,RNST,0.8397024173036542,0.5662112374306002,Strong
HOMB,TRMK,0.8396823497266236,0.5662466781772347,Strong
HBAN,ZION,0.8395323596446673,0.5665115009518036,Strong
FCF,UBSI,0.8394325206092457,0.5666877083381187,Strong
FULT,STBA,0.839371761509965,0.5667949161558086,Strong
BXP,DEI,0.8392974848777813,0.5669259477607612,Strong
BUSE,EFSC,0.8392873061870928,0.5669439016567815,Strong
CATY,NBTB,0.8392803880831398,0.5669561039743028,Strong
FULT,WAFD,0.8391437987665408,0.567196969726495,MST+Strong
CFG,USB,0.8391349152071365,0.5672126317226434,Strong
RF,WBS,0.8390746318017624,0.5673189018501632,Strong
BUSE,GSBC,0.8390653484494487,0.567335265166112,MST+Strong
BANR,FFBC,0.8386941072459235,0.5679892477047017,Strong
TOWN,WSBC,0.8386838276374268,0.5680073456612568,Strong
CSQ,NFJ,0.8386725702651304,0.568027164376616,MST+Strong
BGB,BGX,0.83865916199065,0.5680507688743145,MST+Strong
HWC,UBSI,0.8386541430541613,0.5680596041716727,Strong
ADI,MCHP,0.8386453741420189,0.568075040567672,MST+Strong
FCF,HOPE,0.8385419321276464,0.5682571035585101,Strong
ABCB,BANR,0.8384703268552242,0.5683830981737157,Strong
MTB,RF,0.8384604544743842,0.5684004671455078,Strong
HOPE,UCB,0.838439947417976,0.5684365445360177,Strong
SFNC,TOWN,0.8383616386433869,0.5685742895288409,Strong
FFBC,TOWN,0.8383433239782435,0.5686065001769791,Strong
FANG,MTDR,0.8383167672000164,0.5686532032794392,MST+Strong
STBA,UBSI,0.8382236669712241,0.5688169002917827,Strong
H,MAR,0.8381789463340154,0.5688955153030909,MST+Strong
BUSE,STBA,0.8380139598927256,0.569185453270328,Strong
DVN,FANG,0.8379464401899733,0.5693040660491134,MST+Strong
MTH,TPH,0.8379186659711407,0.5693528502235837,Strong
BDJ,CII,0.8379137977223636,0.5693614006545163,Strong
FRME,ONB,0.8378097575078486,0.5695441027561455,Strong
FNB,KEY,0.8377692385773996,0.5696152410576817,Strong
FFBC,ONB,0.8377557204060436,0.5696389726729666,Strong
CFG,HWC,0.8376822938004587,0.5697678583415202,Strong
NBTB,TOWN,0.8376734275185563,0.5697834193471124,Strong
ONB,SFNC,0.8375946600408082,0.5699216436654987,Strong
ABCB,SBCF,0.8375634599634657,0.5699763855398472,MST+Strong
FULT,WSBC,0.837532856889581,0.5700300748388966,Strong
REXR,TRNO,0.8375044649593522,0.5700798804389572,MST+Strong
HWC,WBS,0.8374949136575202,0.5700966345146756,Strong
SSB,UCB,0.8374105945402684,0.5702445185352184,MST+Strong
CATY,STBA,0.8373450618356185,0.5703594273164624,Strong
BUSE,FULT,0.8373325097634222,0.5703814341939573,Strong
FRT,KRG,0.8372252844156096,0.5705693920714472,Strong
FFBC,TRMK,0.8370421793657582,0.5708902182280614,Strong
CPT,ESS,0.8369698360685378,0.5710169243226723,Strong
BXP,SLG,0.8369023607497347,0.5711350790316864,Strong
CATY,SSB,0.8369005804240313,0.5711381961941764,Strong
CATY,WBS,0.8368690166724824,0.5711934581689774,Strong
ATMP,PAGP,0.8368568018527519,0.5712148425019226,Strong
ASB,UMBF,0.8368551489006477,0.5712177362431112,Strong
NAD,NZF,0.8368063462745146,0.571303165973173,MST+Strong
AUB,SSB,0.8367634865440599,0.5713781820404769,Strong
LEN-B,TOL,0.8367036082995637,0.5714829686008784,Strong
BUSE,HOMB,0.8366518996056159,0.571573443040147,Strong
BDJ,EVT,0.8365811473250742,0.5716972147473273,Strong
HOMB,ONB,0.8365552769936568,0.5717424647624894,Strong
AUB,WSBC,0.8364625818104553,0.5719045692937672,Strong
FCF,RNST,0.8363388351937049,0.5721209047155944,Strong
HOMB,RNST,0.836303318449093,0.5721829804370399,Strong
CVBF,NBTB,0.8362482222289317,0.5722792635961368,MST+Strong
NWBI,STBA,0.8361995845512539,0.5723642466974088,MST+Strong
HOPE,UBSI,0.8360526955167542,0.5726208247754282,Strong
ONB,UBSI,0.8360350390885545,0.572651658360378,Strong
FCF,NBTB,0.8360130259652039,0.572690097757585,Strong
CBSH,UCB,0.8359122395857714,0.5728660583665759,MST+Strong
